Fondnr;Fondnamn;Köpkurs;Säljkurs;Kursdatum 
865063;abrdn SICAV I - Europe ex UK Sustainable Equity Fund A;    243,89;  243,86;2024-02-19
367698;abrdn SICAV I - European Sustainable Equity Fund A;    934,42;  934,30;2024-02-19
848069;abrdn SICAV I - Global Innovation Equity Fund A;     90,47;   90,46;2024-02-19
192146;abrdn SICAV I - Japanese Smaller Companies Sustainable Equity Fund A;    141,20;  141,16;2024-02-19
757575;abrdn SICAV I - Japanese Sustainable Equity Fund A;     50,35;   50,34;2024-02-19
900894;abrdn SICAV I - Select Euro High Yield Bond A;    284,76;  284,73;2024-02-19
938845;AGCM Fund- Asia Growth Sub- Fund RC;    173,20;  173,20;2024-02-16
897520;AIFM Proethos fond;    174,84;  174,84;2024-02-19
182584;Aktia Capital Placeringsfond B;     49,51;   49,50;2024-02-19
339473;Aktia Nordic Small Cap Placeringsfond B;     47,63;   47,62;2024-02-19
308908;Aktie-Ansvar Avkastningsfond A;    121,63;  121,63;2024-02-19
344739;Aktie-Ansvar Sverige A;    848,96;  848,96;2024-02-19
528894;Aktiespararna Direktavkastning;    194,61;  194,61;2024-02-19
290072;Aktiespararna Topp Sverige;     28,69;   28,69;2024-02-19
147348;Alfred Berg Aktiv C;   2553,54; 2552,51;2024-02-19
183178;Alfred Berg Norge C;   1470,58; 1469,99;2024-02-19
111518;Alfred Berg Obligasjon C;    114,06;  114,02;2024-02-19
933359;Allianz China A-shares AT;     92,81;   92,80;2024-02-19
753731;Allianz China Equity A;    464,00;  463,93;2024-02-19
717900;Allianz Euro High Yield Bond A;   1223,54; 1223,38;2024-02-19
538751;Allianz Europe Small Cap Equity AT;   3349,74; 3349,29;2024-02-19
273839;Allianz Global Equity Growth AT;    120,02;  120,01;2024-02-19
502922;Allianz Global Metals and Mining A;    614,02;  613,94;2024-02-19
878694;Allianz Global Water AT;   1935,67; 1935,41;2024-02-16
309666;Allianz Pet and Animal Wellbeing AT;     83,42;   83,41;2024-02-16
823096;AMF Aktiefond Asien Stilla Havet;    292,68;  292,68;2024-02-19
538462;AMF Aktiefond Europa;    326,22;  326,22;2024-02-19
908277;AMF Aktiefond Global;    356,53;  356,53;2024-02-16
520692;AMF Aktiefond Nordamerika;    631,77;  631,77;2024-02-16
269357;AMF Aktiefond Småbolag;   1160,61; 1160,61;2024-02-19
681783;AMF Aktiefond Sverige;    869,37;  869,37;2024-02-19
645952;AMF Aktiefond Världen;    662,91;  662,91;2024-02-19
610121;AMF Balansfond;    388,81;  388,81;2024-02-19
305185;AMF Räntefond Kort;    115,70;  115,70;2024-02-19
574293;AMF Räntefond Lång;    146,60;  146,60;2024-02-19
265512;AMF Räntefond Mix;    111,01;  111,01;2024-02-19
791863;Amundi Funds Global Equity Conservative A2;   1327,92; 1327,73;2024-02-15
174490;Amundi Funds Japan Equity Value A2;   1243,11; 1242,75;2024-02-16
756031;Amundi Funds Latin America Equity A2;   6004,30; 6003,44;2024-02-16
720201;Amundi Funds SBI FM India Equity A2;   4068,09; 4067,51;2024-02-15
863522;Amundi Funds Volatility World A2;   1007,89; 1007,75;2024-02-16
581371;AP7 Aktiefond;    624,13;  624,13;2024-02-19
545541;AP7 Räntefond;    110,17;  110,17;2024-02-19
715955;Avanza Emerging Markets;    119,36;  119,36;2024-02-16
680124;Avanza Global;    189,76;  189,76;2024-02-15
734491;Avanza Zero ;    385,68;  385,68;2024-02-19
294322;AXA IM Globlal Equity QI B;    314,80;  314,76;2024-02-15
401810;AXA IM Pacific Ex-Japan Equity QI B;    449,55;  449,49;2024-02-16
616797;AXA IM US Equity QI B;    412,70;  412,64;2024-02-15
477729;Baring Asia Growth A;   1051,27; 1051,12;2024-02-19
191080;Baring Global Emerging Markets A;    411,40;  411,34;2024-02-19
262741;Baring Global Resources A;    238,69;  238,65;2024-02-19
334409;Baring Hong Kong China A;   9292,19; 9290,86;2024-02-19
235291;Baring Latin America A;    388,78;  388,73;2024-02-19
285990;BL - American Small & Mid Caps B;   2526,84; 2526,48;2024-02-15
551804;BL - Bond Dollar B;    922,62;  922,49;2024-02-16
178509;BL - Bond Emerging Markets Euro B;   1130,32; 1130,17;2024-02-16
153833;BL - Emerging Markets B;   1866,92; 1866,67;2024-02-16
300996;BL - Equities America B;   1111,74; 1111,58;2024-02-15
321828;BL - Equities Asia B;   1038,93; 1038,78;2024-02-16
118000;BL - Equities Dividend B;   2883,03; 2882,64;2024-02-16
336826;BL - Equities Europe B;   1257,70; 1257,54;2024-02-16
142679;BL - Equities Japan B;   1966,11; 1965,55;2024-02-16
250167;BL - European Small & Mid Caps B;   2459,14; 2458,82;2024-02-16
480145;BL - Global 30 B;   1115,92; 1115,77;2024-02-16
444315;BL - Global 50 B;   1162,28; 1162,13;2024-02-16
408484;BL - Global 75 B;   1165,99; 1165,84;2024-02-16
515973;BL - Global Bond Opportunities B;   1042,67; 1042,53;2024-02-16
320358;BL - Global Equities B;   1357,85; 1357,67;2024-02-16
647669;BL - Global Flexible B;   2189,31; 2189,01;2024-02-16
214338;BL - Global Flexible USD B;   1847,96; 1847,70;2024-02-16
749953;BL - Global Impact;   1315,32; 1315,14;2024-02-16
608463;BlackRock - Asian Dragon Fund A2;    449,55;  449,48;2024-02-19
391896;BlackRock - China A2;    147,80;  147,78;2024-02-19
231100;BlackRock - Emerging Markets A2;    378,98;  378,93;2024-02-19
916122;BlackRock - Euro Markets A2;    482,18;  482,11;2024-02-19
696898;BlackRock - European Value A2;   1040,34; 1040,20;2024-02-19
302760;BlackRock - Global Allocation A2;    770,68;  770,57;2024-02-19
572637;BlackRock - Global High Yield Bond Fund A2;    300,91;  300,87;2024-02-19
768499;BlackRock - India A2;    562,95;  562,87;2024-02-19
159442;BlackRock - Japan Small & MidCap A2;    723,68;  723,57;2024-02-19
661066;BlackRock - Latin American A2;    758,80;  758,69;2024-02-19
536806;BlackRock - Natural Resources Growth & Income Fund A2;    126,12;  126,10;2024-02-19
553578;BlackRock - Sustainable Energy A2;    167,39;  167,37;2024-02-19
768556;BlackRock - US Basic Value A2;   1275,47; 1275,29;2024-02-19
804385;BlackRock - US Flexible Equity A2;    652,49;  652,39;2024-02-19
625236;BlackRock - US Mid-Cap Value Fund A2;   3624,42; 3623,90;2024-02-19
517748;BlackRock - World Energy A2;    249,63;  249,60;2024-02-19
