Fondnr;Fondnamn;Köpkurs;Säljkurs;Kursdatum 
952770;abrdn SICAV I - European Sustainable Equity Fund I Acc EUR;  24992,11;24988,67;2025-05-07
848069;abrdn SICAV I - Global Innovation Equity Fund A;     84,58;   84,57;2025-05-07
192146;abrdn SICAV I - Japanese Smaller Companies Sustainable Equity Fund A;    135,81;  135,77;2025-05-07
757575;abrdn SICAV I - Japanese Sustainable Equity Fund A;     50,26;   50,25;2025-05-07
900894;abrdn SICAV I - Select Euro High Yield Bond A;    291,27;  291,23;2025-05-07
182584;Aktia Capital Placeringsfond B;     52,04;   52,03;2025-05-07
339473;Aktia Nordic Small Cap Placeringsfond B;     42,90;   42,89;2025-05-07
308908;Aktie-Ansvar Avkastningsfond A;    127,57;  127,57;2025-05-07
344739;Aktie-Ansvar Sverige A;    909,39;  909,39;2025-05-07
528894;Aktiespararna Direktavkastning;    225,91;  225,91;2025-05-07
290072;Aktiespararna Topp Sverige;     30,46;   30,46;2025-05-07
147348;Alfred Berg Aktiv R;   2902,79; 2901,55;2025-05-07
183178;Alfred Berg Norge C;   1675,66; 1674,95;2025-05-07
933359;Allianz China A-shares AT;     96,65;   96,63;2025-05-06
753731;Allianz China Equity A;    554,37;  554,28;2025-05-06
717900;Allianz Euro High Yield Bond A;   1234,08; 1233,92;2025-05-06
538751;Allianz Europe Small Cap Equity AT;   3071,37; 3070,95;2025-05-06
273839;Allianz Global Equity Growth AT;    107,83;  107,81;2025-05-06
502922;Allianz Global Metals and Mining A;    614,47;  614,39;2025-05-06
878694;Allianz Global Water AT;   1801,85; 1801,60;2025-05-06
309666;Allianz Pet and Animal Wellbeing AT;     73,81;   73,80;2025-05-06
823096;AMF Aktiefond Asien Stilla Havet;    315,20;  315,20;2025-05-07
538462;AMF Aktiefond Europa;    357,59;  357,59;2025-05-07
908277;AMF Aktiefond Global;    355,32;  355,32;2025-05-07
520692;AMF Aktiefond Nordamerika;    613,84;  613,84;2025-05-07
269357;AMF Aktiefond Småbolag;   1219,02; 1219,02;2025-05-07
681783;AMF Aktiefond Sverige;    926,73;  926,73;2025-05-07
