Fondnr;Fondnamn;Köpkurs;Säljkurs;Kursdatum 
865063;abrdn SICAV I - Europe ex UK Sustainable Equity Fund A;    222,73;  222,70;2024-01-12
367698;abrdn SICAV I - European Sustainable Equity Fund A;    853,87;  853,75;2024-01-12
848069;abrdn SICAV I - Global Innovation Equity Fund A;     84,72;   84,71;2024-01-12
192146;abrdn SICAV I - Japanese Smaller Companies Sustainable Equity Fund A;    140,64;  140,62;2024-01-12
757575;abrdn SICAV I - Japanese Sustainable Equity Fund A;     48,35;   48,35;2024-01-12
900894;abrdn SICAV I - Select Euro High Yield Bond A;    283,40;  283,37;2024-01-12
938845;AGCM Fund- Asia Growth Sub- Fund RC;    165,80;  165,80;2024-01-11
897520;AIFM Proethos fond;    186,41;  186,41;2024-01-12
182584;Aktia Capital Placeringsfond B;     50,68;   50,67;2024-01-12
339473;Aktia Nordic Small Cap Placeringsfond B;     46,08;   46,08;2024-01-12
308908;Aktie-Ansvar Avkastningsfond A;    120,65;  120,65;2024-01-12
344739;Aktie-Ansvar Sverige A;    856,12;  856,12;2024-01-12
528894;Aktiespararna Direktavkastning;    197,63;  197,63;2024-01-12
290072;Aktiespararna Topp Sverige Hållbar;     28,17;   28,17;2024-01-12
147348;Alfred Berg Aktiv C;   2531,17; 2530,16;2024-01-12
183178;Alfred Berg Norge C;   1472,36; 1471,77;2024-01-12
111518;Alfred Berg Obligasjon C;    115,62;  115,58;2024-01-12
933359;Allianz China A-shares AT;     90,13;   90,11;2024-01-12
753731;Allianz China Equity A;    462,07;  462,00;2024-01-12
717900;Allianz Euro High Yield Bond A;   1215,02; 1214,86;2024-01-12
538751;Allianz Europe Small Cap Equity AT;   3325,50; 3325,06;2024-01-12
273839;Allianz Global Equity Growth AT;    112,97;  112,95;2024-01-12
502922;Allianz Global Metals and Mining A;    619,48;  619,40;2024-01-12
878694;Allianz Global Water AT;   1796,86; 1796,62;2024-01-12
309666;Allianz Pet and Animal Wellbeing AT;     81,02;   81,01;2024-01-12
823096;AMF Aktiefond Asien Stilla Havet;    282,48;  282,48;2024-01-12
538462;AMF Aktiefond Europa;    316,61;  316,61;2024-01-12
908277;AMF Aktiefond Global;    334,09;  334,09;2024-01-12
520692;AMF Aktiefond Nordamerika;    582,83;  582,83;2024-01-12
269357;AMF Aktiefond Småbolag;   1138,46; 1138,46;2024-01-12
681783;AMF Aktiefond Sverige;    847,81;  847,81;2024-01-12
645952;AMF Aktiefond Världen;    635,00;  635,00;2024-01-12
610121;AMF Balansfond;    381,23;  381,23;2024-01-12
305185;AMF Räntefond Kort;    115,40;  115,40;2024-01-12
574293;AMF Räntefond Lång;    148,02;  148,02;2024-01-12
265512;AMF Räntefond Mix;    112,49;  112,49;2024-01-12
791863;Amundi Funds Global Equity Conservative A2;   1282,22; 1282,03;2024-01-11
174490;Amundi Funds Japan Equity Value A2;   1223,24; 1222,89;2024-01-11
756031;Amundi Funds Latin America Equity A2;   5852,24; 5851,38;2024-01-11
720201;Amundi Funds SBI FM India Equity A2;   3956,09; 3955,50;2024-01-11
863522;Amundi Funds Volatility World A2;    986,68;  986,53;2024-01-11
581371;AP7 Aktiefond;    591,28;  591,28;2024-01-12
545541;AP7 Räntefond;    110,97;  110,97;2024-01-12
715955;Avanza Emerging Markets;    113,84;  113,84;2024-01-11
680124;Avanza Global;    179,00;  179,00;2024-01-11
734491;Avanza Zero ;    376,85;  376,85;2024-01-12
294322;AXA IM Globlal Equity QI B;    294,32;  294,28;2024-01-11
401810;AXA IM Pacific Ex-Japan Equity QI B;    434,55;  434,48;2024-01-11
616797;AXA IM US Equity QI B;    383,96;  383,91;2024-01-11
477729;Baring Asia Growth A;   1000,32; 1000,17;2024-01-12
191080;Baring Global Emerging Markets A;    394,37;  394,32;2024-01-12
