Fondnr;Fondnamn;Köpkurs;Säljkurs;Kursdatum 
952770;abrdn SICAV I - European Sustainable Equity Fund I Acc EUR;  27114,49;27111,03;2024-07-25
848069;abrdn SICAV I - Global Innovation Equity Fund A;     95,21;   95,19;2024-07-25
192146;abrdn SICAV I - Japanese Smaller Companies Sustainable Equity Fund A;    141,96;  141,92;2024-07-25
757575;abrdn SICAV I - Japanese Sustainable Equity Fund A;     52,73;   52,71;2024-07-25
900894;abrdn SICAV I - Select Euro High Yield Bond A;    302,36;  302,33;2024-07-25
897520;AIFM Proethos fond;    182,81;  182,81;2024-07-25
182584;Aktia Capital Placeringsfond B;     53,85;   53,84;2024-07-25
339473;Aktia Nordic Small Cap Placeringsfond B;     51,39;   51,39;2024-07-25
308908;Aktie-Ansvar Avkastningsfond A;    124,53;  124,53;2024-07-25
344739;Aktie-Ansvar Sverige A;    928,99;  928,99;2024-07-25
528894;Aktiespararna Direktavkastning;    212,68;  212,68;2024-07-25
290072;Aktiespararna Topp Sverige;     31,58;   31,58;2024-07-25
147348;Alfred Berg Aktiv C;   2838,18; 2837,02;2024-07-25
183178;Alfred Berg Norge C;   1637,72; 1637,05;2024-07-25
111518;Alfred Berg Obligasjon C;    116,30;  116,25;2024-07-25
933359;Allianz China A-shares AT;     98,98;   98,97;2024-07-25
753731;Allianz China Equity A;    500,45;  500,38;2024-07-25
717900;Allianz Euro High Yield Bond A;   1313,46; 1313,29;2024-07-25
538751;Allianz Europe Small Cap Equity AT;   3518,34; 3517,89;2024-07-25
273839;Allianz Global Equity Growth AT;    126,09;  126,07;2024-07-25
502922;Allianz Global Metals and Mining A;    682,34;  682,25;2024-07-25
878694;Allianz Global Water AT;   2118,90; 2118,63;2024-07-25
309666;Allianz Pet and Animal Wellbeing AT;     86,47;   86,45;2024-07-25
823096;AMF Aktiefond Asien Stilla Havet;    326,33;  326,33;2024-07-25
538462;AMF Aktiefond Europa;    361,36;  361,36;2024-07-25
908277;AMF Aktiefond Global;    387,86;  387,86;2024-07-25
520692;AMF Aktiefond Nordamerika;    690,25;  690,25;2024-07-25
269357;AMF Aktiefond Småbolag;   1309,94; 1309,94;2024-07-25
681783;AMF Aktiefond Sverige;    975,67;  975,67;2024-07-25
645952;AMF Aktiefond Världen;    733,13;  733,13;2024-07-25
610121;AMF Balansfond;    421,46;  421,46;2024-07-25
305185;AMF Räntefond Kort;    118,41;  118,41;2024-07-25
574293;AMF Räntefond Lång;    152,25;  152,25;2024-07-25
265512;AMF Räntefond Mix;    113,50;  113,50;2024-07-25
791863;Amundi Funds Global Equity Conservative A2;   1433,67; 1433,47;2024-07-24
174490;Amundi Funds Japan Equity Value A2;   1350,64; 1350,25;2024-07-24
756031;Amundi Funds Latin America Equity A2;   5465,27; 5464,51;2024-07-24
720201;Amundi Funds SBI FM India Equity A2;   4759,67; 4759,00;2024-07-24
863522;Amundi Funds Volatility World A2;   1041,66; 1041,51;2024-07-24
581371;AP7 Aktiefond;    697,28;  697,28;2024-07-25
545541;AP7 Räntefond;    113,59;  113,59;2024-07-25
715955;Avanza Emerging Markets;    131,04;  131,04;2024-07-24
680124;Avanza Global;    210,40;  210,40;2024-07-24
734491;Avanza Zero ;    420,36;  420,36;2024-07-25
294322;AXA IM Globlal Equity QI B;    343,83;  343,79;2024-07-24
401810;AXA IM Pacific Ex-Japan Equity QI B;    484,15;  484,09;2024-07-24
616797;AXA IM US Equity QI B;    450,13;  450,07;2024-07-24
477729;Baring Asia Growth A;   1171,35; 1171,19;2024-07-25
191080;Baring Global Emerging Markets A;    452,61;  452,55;2024-07-25
262741;Baring Global Resources A;    256,59;  256,56;2024-07-25
334409;Baring Hong Kong China A;  10049,99;10048,60;2024-07-25
235291;Baring Latin America A;    343,60;  343,56;2024-07-25
285990;BL - American Small & Mid Caps B;   2611,54; 2611,18;2024-07-24
551804;BL - Bond Dollar B;    968,85;  968,71;2024-07-24
178509;BL - Bond Emerging Markets Euro B;   1179,87; 1179,72;2024-07-24
153833;BL - Emerging Markets B;   1981,46; 1981,21;2024-07-24
300996;BL - Equities America B;   1149,79; 1149,63;2024-07-24
321828;BL - Equities Asia B;   1125,91; 1125,76;2024-07-24
118000;BL - Equities Dividend B;   3077,79; 3077,40;2024-07-24
142679;BL - Equities Japan B;   2032,62; 2032,04;2024-07-24
250167;BL - European Small & Mid Caps B;   2550,80; 2550,48;2024-07-24
480145;BL - Global 30 B;   1222,69; 1222,54;2024-07-24
444315;BL - Global 50 B;   1284,35; 1284,19;2024-07-24
408484;BL - Global 75 B;   1294,53; 1294,37;2024-07-24
515973;BL - Global Bond Opportunities B;   1085,91; 1085,77;2024-07-24
320358;BL - Global Equities B;   1452,49; 1452,30;2024-07-24
647669;BL - Global Flexible B;   2414,85; 2414,54;2024-07-24
214338;BL - Global Flexible USD B;   1919,23; 1918,96;2024-07-24
608463;BlackRock - Asian Dragon Fund A2;    491,51;  491,44;2024-07-25
391896;BlackRock - China A2;    161,78;  161,76;2024-07-25
231100;BlackRock - Emerging Markets A2;    407,10;  407,04;2024-07-25
302760;BlackRock - Global Allocation A2;    832,95;  832,83;2024-07-25
572637;BlackRock - Global High Yield Bond Fund A2;    325,18;  325,14;2024-07-25
768499;BlackRock - India A2;    644,62;  644,53;2024-07-25
159442;BlackRock - Japan Small & MidCap A2;    771,29;  771,19;2024-07-25
661066;BlackRock - Latin American A2;    689,59;  689,49;2024-07-25
536806;BlackRock - Natural Resources Growth & Income Fund A2;    142,60;  142,58;2024-07-25
553578;BlackRock - Sustainable Energy A2;    177,60;  177,57;2024-07-25
768556;BlackRock - US Basic Value A2;   1408,55; 1408,35;2024-07-25
804385;BlackRock - US Flexible Equity A2;    702,59;  702,50;2024-07-25
625236;BlackRock - US Mid-Cap Value Fund A2;   3984,43; 3983,88;2024-07-25
517748;BlackRock - World Energy A2;    276,75;  276,71;2024-07-25
410258;BlackRock - World Financials A2;    519,79;  519,72;2024-07-25
338590;BlackRock - World Gold A2;    426,93;  426,87;2024-07-25
374421;BlackRock - World Healthscience A2;    794,16;  794,05;2024-07-25
