Fondnr;Fondnamn;Köpkurs;Säljkurs;Kursdatum 
407775;Aberdeen Standard - American Focused Equity Fund A;    398,96;  398,91;2022-10-12
900894;Aberdeen Standard - Select Euro High Yield Bond A;    231,91;  231,87;2022-10-12
367698;Aberdeen Standard SICAV I - European Sustainable Equity Fund A;    678,41;  678,32;2022-10-12
865063;Aberdeen Standard SICAV I - Europé ex UK Sustainable Equity Fund A;    177,30;  177,28;2022-10-12
848069;Aberdeen Standard SICAV I - Global Innovation Equity Fund A ;     71,87;   71,86;2022-10-12
192146;Aberdeen Standard SICAV I - Japanese Smaller Companies Sustainable Equity Fund A;    135,53;  135,51;2022-10-12
757575;Aberdeen Standard SICAV I - Japanese Sustainable Equity Fund A;     42,28;   42,27;2022-10-12
938845;AGCM Fund- Asia Growth Sub- Fund RC;    173,79;  173,79;2022-10-11
897520;AIFM Proethos fond;    200,96;  200,96;2022-10-12
182584;Aktia Capital Placeringsfond B;     43,68;   43,67;2022-10-12
339473;Aktia Nordic Small Cap Placeringsfond B;     39,44;   39,44;2022-10-12
308908;Aktie-Ansvar Avkastningsfond A;    114,36;  114,36;2022-10-12
344739;Aktie-Ansvar Sverige A;    686,25;  686,25;2022-10-12
528894;Aktiespararna Direktavkastning;    167,60;  167,60;2022-10-12
290072;Aktiespararna Topp Sverige Hållbar;     21,25;   21,25;2022-10-12
147348;Alfred Berg Aktiv C;   2126,23; 2125,42;2022-10-12
183178;Alfred Berg Norge C;   1261,63; 1261,15;2022-10-12
111518;Alfred Berg Obligasjon C;    115,76;  115,72;2022-10-12
933359;Allianz China A-shares AT;    135,95;  135,94;2022-10-12
753731;Allianz China Equity A;    547,22;  547,15;2022-10-12
250878;Allianz Emerging Asia Equity A;    688,85;  688,76;2022-10-12
717900;Allianz Euro High Yield Bond A;   1078,50; 1078,35;2022-10-12
538751;Allianz Europe Small Cap Equity AT;   2569,61; 2569,26;2022-10-12
273839;Allianz Global Equity Growth AT;     89,54;   89,53;2022-10-12
502922;Allianz Global Metals and Mining A;    627,63;  627,55;2022-10-12
878694;Allianz Global Water AT;   1575,42; 1575,21;2022-10-12
309666;Allianz Pet and Animal Wellbeing AT;     75,13;   75,12;2022-10-12
395434;Allianz Thailand Equity A;   6206,47; 6205,63;2022-10-12
823096;AMF Aktiefond Asien Stilla Havet;    253,79;  253,79;2022-10-12
538462;AMF Aktiefond Europa;    242,71;  242,71;2022-10-12
908277;AMF Aktiefond Global;    268,40;  268,40;2022-10-12
520692;AMF Aktiefond Nordamerika;    453,14;  453,14;2022-10-12
269357;AMF Aktiefond Småbolag;    940,42;  940,42;2022-10-12
681783;AMF Aktiefond Sverige;    660,48;  660,48;2022-10-12
645952;AMF Aktiefond Världen;    501,77;  501,77;2022-10-12
610121;AMF Balansfond;    322,44;  322,44;2022-10-12
305185;AMF Räntefond Kort;    110,09;  110,09;2022-10-12
