Fondnr;Fondnamn;Köpkurs;Säljkurs;Kursdatum 
865063;abrdn SICAV I - Europe ex UK Sustainable Equity Fund A;    229,74;  229,71;2023-06-08
367698;abrdn SICAV I - European Sustainable Equity Fund A;    880,82;  880,71;2023-06-08
848069;abrdn SICAV I - Global Innovation Equity Fund A;     85,61;   85,60;2023-06-08
192146;abrdn SICAV I - Japanese Smaller Companies Sustainable Equity Fund A;    138,40;  138,36;2023-06-08
757575;abrdn SICAV I - Japanese Sustainable Equity Fund A;     48,50;   48,49;2023-06-08
900894;abrdn SICAV I - Select Euro High Yield Bond A;    275,47;  275,43;2023-06-08
938845;AGCM Fund- Asia Growth Sub- Fund RC;    197,75;  197,75;2023-06-07
897520;AIFM Proethos fond;    213,45;  213,45;2023-06-08
182584;Aktia Capital Placeringsfond B;     53,27;   53,26;2023-06-08
339473;Aktia Nordic Small Cap Placeringsfond B;     45,42;   45,41;2023-06-08
308908;Aktie-Ansvar Avkastningsfond A;    118,23;  118,23;2023-06-08
344739;Aktie-Ansvar Sverige A;    818,82;  818,82;2023-06-08
528894;Aktiespararna Direktavkastning;    180,62;  180,62;2023-06-08
290072;Aktiespararna Topp Sverige Hållbar;     27,16;   27,16;2023-06-08
147348;Alfred Berg Aktiv C;   2304,93; 2304,00;2023-06-08
183178;Alfred Berg Norge C;   1349,36; 1348,81;2023-06-08
111518;Alfred Berg Obligasjon C;    111,60;  111,55;2023-06-08
933359;Allianz China A-shares AT;    116,33;  116,31;2023-06-08
753731;Allianz China Equity A;    564,16;  564,08;2023-06-08
717900;Allianz Euro High Yield Bond A;   1214,39; 1214,23;2023-06-08
538751;Allianz Europe Small Cap Equity AT;   3394,96; 3394,52;2023-06-08
273839;Allianz Global Equity Growth AT;    112,14;  112,13;2023-06-07
502922;Allianz Global Metals and Mining A;    726,22;  726,12;2023-06-07
878694;Allianz Global Water AT;   1814,96; 1814,73;2023-06-07
309666;Allianz Pet and Animal Wellbeing AT;     83,90;   83,89;2023-06-07
823096;AMF Aktiefond Asien Stilla Havet;    292,85;  292,85;2023-06-08
538462;AMF Aktiefond Europa;    317,38;  317,38;2023-06-08
908277;AMF Aktiefond Global;    316,72;  316,72;2023-06-08
520692;AMF Aktiefond Nordamerika;    534,70;  534,70;2023-06-08
269357;AMF Aktiefond Småbolag;   1162,04; 1162,04;2023-06-08
681783;AMF Aktiefond Sverige;    814,13;  814,13;2023-06-08
645952;AMF Aktiefond Världen;    605,40;  605,40;2023-06-08
610121;AMF Balansfond;    363,90;  363,90;2023-06-08
305185;AMF Räntefond Kort;    112,02;  112,02;2023-06-08
574293;AMF Räntefond Lång;    141,09;  141,09;2023-06-08
265512;AMF Räntefond Mix;    108,52;  108,52;2023-06-08
791863;Amundi Funds Global Equity Conservative A2;   1314,29; 1314,11;2023-06-07
174490;Amundi Funds Japan Equity Value A2;   1286,09; 1285,76;2023-06-07
756031;Amundi Funds Latin America Equity A2;   5497,79; 5497,03;2023-06-07
720201;Amundi Funds SBI FM India Equity A2;   3698,53; 3698,02;2023-06-07
863522;Amundi Funds Volatility World A2;   1065,59; 1065,45;2023-06-07
581371;AP7 Aktiefond;    566,57;  566,57;2023-06-08
545541;AP7 Räntefond;    106,70;  106,70;2023-06-08
715955;Avanza Emerging Markets;    119,64;  119,64;2023-06-07
680124;Avanza Global;    170,33;  170,33;2023-06-07
734491;Avanza Zero ;    366,40;  366,40;2023-06-08
