Fondnr;Fondnamn;Köpkurs;Säljkurs;Kursdatum 
952770;abrdn SICAV I - European Sustainable Equity Fund I Acc EUR;  27787,58;27783,85;2025-02-19
848069;abrdn SICAV I - Global Innovation Equity Fund A;    104,41;  104,39;2025-02-19
192146;abrdn SICAV I - Japanese Smaller Companies Sustainable Equity Fund A;    142,15;  142,13;2025-02-19
757575;abrdn SICAV I - Japanese Sustainable Equity Fund A;     53,47;   53,46;2025-02-19
900894;abrdn SICAV I - Select Euro High Yield Bond A;    300,83;  300,79;2025-02-19
182584;Aktia Capital Placeringsfond B;     54,03;   54,02;2025-02-19
339473;Aktia Nordic Small Cap Placeringsfond B;     50,79;   50,78;2025-02-19
308908;Aktie-Ansvar Avkastningsfond A;    127,38;  127,38;2025-02-19
344739;Aktie-Ansvar Sverige A;    999,49;  999,49;2025-02-19
528894;Aktiespararna Direktavkastning;    233,39;  233,39;2025-02-19
290072;Aktiespararna Topp Sverige;     33,67;   33,67;2025-02-19
147348;Alfred Berg Aktiv R;   2949,65; 2948,43;2025-02-19
183178;Alfred Berg Norge C;   1695,65; 1694,95;2025-02-19
933359;Allianz China A-shares AT;    113,19;  113,17;2025-02-19
753731;Allianz China Equity A;    628,10;  628,01;2025-02-19
717900;Allianz Euro High Yield Bond A;   1273,61; 1273,44;2025-02-19
538751;Allianz Europe Small Cap Equity AT;   3322,93; 3322,48;2025-02-19
273839;Allianz Global Equity Growth AT;    128,46;  128,44;2025-02-19
502922;Allianz Global Metals and Mining A;    685,94;  685,85;2025-02-19
878694;Allianz Global Water AT;   2055,58; 2055,30;2025-02-19
309666;Allianz Pet and Animal Wellbeing AT;     82,00;   81,99;2025-02-19
823096;AMF Aktiefond Asien Stilla Havet;    348,18;  348,18;2025-02-19
538462;AMF Aktiefond Europa;    370,77;  370,77;2025-02-19
908277;AMF Aktiefond Global;    412,80;  412,80;2025-02-19
520692;AMF Aktiefond Nordamerika;    748,65;  748,65;2025-02-19
269357;AMF Aktiefond Småbolag;   1324,19; 1324,19;2025-02-19
681783;AMF Aktiefond Sverige;   1042,49; 1042,49;2025-02-19
645952;AMF Aktiefond Världen;    779,67;  779,67;2025-02-19
610121;AMF Balansfond;    440,98;  440,98;2025-02-19
305185;AMF Räntefond Kort;    120,67;  120,67;2025-02-19
574293;AMF Räntefond Lång;    154,47;  154,47;2025-02-19
265512;AMF Räntefond Mix;    114,59;  114,59;2025-02-19
791863;Amundi Funds Global Equity Conservative A2;   1547,27; 1547,05;2025-02-18
174490;Amundi Funds Japan Equity Value A2;   1395,82; 1395,62;2025-02-18
756031;Amundi Funds Latin America Equity A2;   5437,13; 5436,37;2025-02-18
720201;Amundi Funds SBI FM India Equity A2;   4177,44; 4176,85;2025-02-18
863522;Amundi Funds Volatility World A2;   1076,26; 1076,11;2025-02-18
581371;AP7 Aktiefond;    777,98;  777,98;2025-02-19
545541;AP7 Räntefond;    115,34;  115,34;2025-02-19
715955;Avanza Emerging Markets;    140,01;  140,01;2025-02-18
680124;Avanza Global;    232,17;  232,17;2025-02-19
734491;Avanza Zero ;    446,90;  446,90;2025-02-19
294322;AXA IM Globlal Equity QI B;    374,58;  374,52;2025-02-18
401810;AXA IM Pacific Ex-Japan Equity QI B;    523,29;  523,22;2025-02-18
616797;AXA IM US Equity QI B;    500,68;  500,61;2025-02-18
477729;Baring Asia Growth A;   1255,18; 1255,00;2025-02-19
191080;Baring Global Emerging Markets A;    473,50;  473,44;2025-02-19
262741;Baring Global Resources A;    257,24;  257,21;2025-02-19
334409;Baring Hong Kong China A;  12569,25;12567,48;2025-02-19
235291;Baring Latin America A;    330,86;  330,82;2025-02-19
285990;BL - American Small & Mid Caps B;   2721,99; 2721,61;2025-02-18
551804;BL - Bond Dollar B;    967,72;  967,59;2025-02-18
178509;BL - Bond Emerging Markets Euro B;   1164,37; 1164,21;2025-02-18
153833;BL - Emerging Markets B;   2061,08; 2060,80;2025-02-18
300996;BL - Equities America B;   1210,73; 1210,56;2025-02-18
321828;BL - Equities Asia B;   1193,58; 1193,42;2025-02-18
118000;BL - Equities Dividend B;   3065,44; 3065,03;2025-02-18
142679;BL - Equities Japan B;   2033,68; 2033,39;2025-02-18
250167;BL - European Small & Mid Caps B;   2561,18; 2560,84;2025-02-18
480145;BL - Global 30 B;   1254,19; 1254,02;2025-02-18
444315;BL - Global 50 B;   1324,94; 1324,76;2025-02-18
408484;BL - Global 75 B;   1344,79; 1344,61;2025-02-18
515973;BL - Global Bond Opportunities B;   1068,61; 1068,47;2025-02-18
320358;BL - Global Equities B;   1515,23; 1515,02;2025-02-18
647669;BL - Global Flexible B;   2509,60; 2509,27;2025-02-18
214338;BL - Global Flexible USD B;   2011,63; 2011,35;2025-02-18
608463;BlackRock - Asian Dragon Fund A2;    525,83;  525,75;2025-02-19
391896;BlackRock - China A2;    204,49;  204,46;2025-02-19
231100;BlackRock - Emerging Markets A2;    408,12;  408,06;2025-02-19
302760;BlackRock - Global Allocation A2;    877,98;  877,86;2025-02-19
572637;BlackRock - Global High Yield Bond Fund A2;    337,82;  337,77;2025-02-19
768499;BlackRock - India A2;    538,45;  538,38;2025-02-19
159442;BlackRock - Japan Small & MidCap A2;    806,61;  806,50;2025-02-19
661066;BlackRock - Latin American A2;    650,06;  649,97;2025-02-19
536806;BlackRock - Natural Resources Growth & Income Fund A2;    141,14;  141,12;2025-02-19
553578;BlackRock - Sustainable Energy A2;    168,32;  168,30;2025-02-19
768556;BlackRock - US Basic Value A2;   1459,88; 1459,68;2025-02-19
804385;BlackRock - US Flexible Equity A2;    771,83;  771,73;2025-02-19
625236;BlackRock - US Mid-Cap Value Fund A2;   4082,06; 4081,49;2025-02-19
517748;BlackRock - World Energy A2;    275,54;  275,50;2025-02-19
410258;BlackRock - World Financials A2;    622,24;  622,15;2025-02-19
338590;BlackRock - World Gold A2;    500,25;  500,18;2025-02-19
