Fondnr;Fondnamn;Köpkurs;Säljkurs;Kursdatum 
865063;abrdn SICAV I - Europe ex UK Sustainable Equity Fund A;    247,79;  247,76;2024-03-08
367698;abrdn SICAV I - European Sustainable Equity Fund A;    948,33;  948,21;2024-03-08
848069;abrdn SICAV I - Global Innovation Equity Fund A;     88,85;   88,84;2024-03-08
192146;abrdn SICAV I - Japanese Smaller Companies Sustainable Equity Fund A;    141,52;  141,50;2024-03-08
757575;abrdn SICAV I - Japanese Sustainable Equity Fund A;     51,96;   51,95;2024-03-08
900894;abrdn SICAV I - Select Euro High Yield Bond A;    285,23;  285,19;2024-03-08
938845;AGCM Fund- Asia Growth Sub- Fund RC;    167,92;  167,92;2024-03-07
897520;AIFM Proethos fond;    171,63;  171,63;2024-03-08
182584;Aktia Capital Placeringsfond B;     48,96;   48,96;2024-03-08
339473;Aktia Nordic Small Cap Placeringsfond B;     46,39;   46,39;2024-03-08
308908;Aktie-Ansvar Avkastningsfond A;    122,00;  122,00;2024-03-07
344739;Aktie-Ansvar Sverige A;    870,19;  870,19;2024-03-07
528894;Aktiespararna Direktavkastning;    198,49;  198,49;2024-03-08
290072;Aktiespararna Topp Sverige;     29,61;   29,61;2024-03-08
147348;Alfred Berg Aktiv C;   2548,09; 2547,05;2024-03-08
183178;Alfred Berg Norge C;   1469,29; 1468,69;2024-03-08
111518;Alfred Berg Obligasjon C;    114,13;  114,09;2024-03-08
933359;Allianz China A-shares AT;     96,03;   96,01;2024-03-08
753731;Allianz China Equity A;    462,35;  462,28;2024-03-08
717900;Allianz Euro High Yield Bond A;   1223,65; 1223,49;2024-03-08
538751;Allianz Europe Small Cap Equity AT;   3347,63; 3347,18;2024-03-08
273839;Allianz Global Equity Growth AT;    121,65;  121,64;2024-03-08
502922;Allianz Global Metals and Mining A;    620,71;  620,63;2024-03-08
878694;Allianz Global Water AT;   1975,17; 1974,91;2024-03-08
309666;Allianz Pet and Animal Wellbeing AT;     81,47;   81,46;2024-03-08
823096;AMF Aktiefond Asien Stilla Havet;    299,29;  299,29;2024-03-08
538462;AMF Aktiefond Europa;    334,18;  334,18;2024-03-08
908277;AMF Aktiefond Global;    361,49;  361,49;2024-03-08
520692;AMF Aktiefond Nordamerika;    634,22;  634,22;2024-03-08
269357;AMF Aktiefond Småbolag;   1175,11; 1175,11;2024-03-08
681783;AMF Aktiefond Sverige;    899,07;  899,07;2024-03-08
645952;AMF Aktiefond Världen;    679,91;  679,91;2024-03-08
610121;AMF Balansfond;    397,52;  397,52;2024-03-08
305185;AMF Räntefond Kort;    116,11;  116,11;2024-03-08
574293;AMF Räntefond Lång;    148,29;  148,29;2024-03-08
265512;AMF Räntefond Mix;    112,16;  112,16;2024-03-08
791863;Amundi Funds Global Equity Conservative A2;   1330,35; 1330,16;2024-03-07
174490;Amundi Funds Japan Equity Value A2;   1281,14; 1280,77;2024-03-07
756031;Amundi Funds Latin America Equity A2;   5938,97; 5938,11;2024-03-07
720201;Amundi Funds SBI FM India Equity A2;   4145,65; 4145,05;2024-03-06
863522;Amundi Funds Volatility World A2;    990,65;  990,51;2024-03-07
581371;AP7 Aktiefond;    629,77;  629,77;2024-03-08
545541;AP7 Räntefond;    111,10;  111,10;2024-03-08
715955;Avanza Emerging Markets;    118,63;  118,63;2024-03-07
680124;Avanza Global;    191,81;  191,81;2024-03-07
734491;Avanza Zero ;    398,27;  398,27;2024-03-08
294322;AXA IM Globlal Equity QI B;    318,78;  318,73;2024-03-07
401810;AXA IM Pacific Ex-Japan Equity QI B;    452,83;  452,76;2024-03-07
616797;AXA IM US Equity QI B;    415,12;  415,06;2024-03-07
477729;Baring Asia Growth A;   1067,39; 1067,24;2024-03-08
191080;Baring Global Emerging Markets A;    417,72;  417,65;2024-03-08
262741;Baring Global Resources A;    240,86;  240,82;2024-03-08
334409;Baring Hong Kong China A;   9363,85; 9362,47;2024-03-08
235291;Baring Latin America A;    376,62;  376,56;2024-03-08
285990;BL - American Small & Mid Caps B;   2559,42; 2559,05;2024-03-07
551804;BL - Bond Dollar B;    923,78;  923,65;2024-03-07
178509;BL - Bond Emerging Markets Euro B;   1131,80; 1131,65;2024-03-07
153833;BL - Emerging Markets B;   1848,16; 1847,92;2024-03-07
300996;BL - Equities America B;   1088,22; 1088,07;2024-03-07
321828;BL - Equities Asia B;   1032,59; 1032,44;2024-03-07
118000;BL - Equities Dividend B;   2907,11; 2906,72;2024-03-07
336826;BL - Equities Europe B;   1290,63; 1290,46;2024-03-07
142679;BL - Equities Japan B;   2024,62; 2024,04;2024-03-07
250167;BL - European Small & Mid Caps B;   2503,24; 2502,91;2024-03-07
480145;BL - Global 30 B;   1128,09; 1127,94;2024-03-07
444315;BL - Global 50 B;   1177,48; 1177,32;2024-03-07
408484;BL - Global 75 B;   1181,19; 1181,03;2024-03-07
515973;BL - Global Bond Opportunities B;   1044,36; 1044,22;2024-03-07
320358;BL - Global Equities B;   1380,65; 1380,47;2024-03-07
647669;BL - Global Flexible B;   2218,13; 2217,84;2024-03-07
214338;BL - Global Flexible USD B;   1828,20; 1827,93;2024-03-07
749953;BL - Global Impact;   1354,16; 1353,98;2024-03-07
608463;BlackRock - Asian Dragon Fund A2;    453,60;  453,53;2024-03-08
391896;BlackRock - China A2;    145,47;  145,45;2024-03-08
231100;BlackRock - Emerging Markets A2;    384,39;  384,33;2024-03-08
916122;BlackRock - Euro Markets A2;    499,08;  499,01;2024-03-08
696898;BlackRock - European Value A2;   1057,85; 1057,71;2024-03-08
302760;BlackRock - Global Allocation A2;    781,56;  781,44;2024-03-08
572637;BlackRock - Global High Yield Bond Fund A2;    297,59;  297,55;2024-03-08
768499;BlackRock - India A2;    558,90;  558,81;2024-03-08
159442;BlackRock - Japan Small & MidCap A2;    756,82;  756,71;2024-03-08
