Fondnr;Fondnamn;Köpkurs;Säljkurs;Kursdatum 
952770;abrdn SICAV I - European Sustainable Equity Fund I Acc EUR;  26777,82;26774,29;2024-10-23
848069;abrdn SICAV I - Global Innovation Equity Fund A;     98,51;   98,50;2024-10-23
192146;abrdn SICAV I - Japanese Smaller Companies Sustainable Equity Fund A;    137,38;  137,34;2024-10-23
757575;abrdn SICAV I - Japanese Sustainable Equity Fund A;     50,30;   50,29;2024-10-23
900894;abrdn SICAV I - Select Euro High Yield Bond A;    300,15;  300,11;2024-10-23
182584;Aktia Capital Placeringsfond B;     53,53;   53,52;2024-10-23
339473;Aktia Nordic Small Cap Placeringsfond B;     49,91;   49,91;2024-10-23
308908;Aktie-Ansvar Avkastningsfond A;    125,91;  125,91;2024-10-23
344739;Aktie-Ansvar Sverige A;    959,29;  959,29;2024-10-23
528894;Aktiespararna Direktavkastning;    217,67;  217,67;2024-10-23
290072;Aktiespararna Topp Sverige;     31,93;   31,93;2024-10-23
147348;Alfred Berg Aktiv R;   2865,52; 2864,33;2024-10-23
183178;Alfred Berg Norge C;   1653,67; 1652,99;2024-10-23
111518;Alfred Berg Obligasjon C;    116,07;  116,02;2024-10-23
933359;Allianz China A-shares AT;    113,23;  113,22;2024-10-23
753731;Allianz China Equity A;    592,47;  592,38;2024-10-23
717900;Allianz Euro High Yield Bond A;   1312,46; 1312,29;2024-10-23
538751;Allianz Europe Small Cap Equity AT;   3310,36; 3309,92;2024-10-23
273839;Allianz Global Equity Growth AT;    125,15;  125,13;2024-10-23
502922;Allianz Global Metals and Mining A;    730,48;  730,38;2024-10-23
878694;Allianz Global Water AT;   2100,65; 2100,37;2024-10-23
309666;Allianz Pet and Animal Wellbeing AT;     87,69;   87,68;2024-10-23
823096;AMF Aktiefond Asien Stilla Havet;    336,52;  336,52;2024-10-23
538462;AMF Aktiefond Europa;    360,12;  360,12;2024-10-23
908277;AMF Aktiefond Global;    398,39;  398,39;2024-10-23
520692;AMF Aktiefond Nordamerika;    717,88;  717,88;2024-10-23
269357;AMF Aktiefond Småbolag;   1302,00; 1302,00;2024-10-23
681783;AMF Aktiefond Sverige;    991,68;  991,68;2024-10-23
645952;AMF Aktiefond Världen;    748,38;  748,38;2024-10-23
610121;AMF Balansfond;    428,83;  428,83;2024-10-23
305185;AMF Räntefond Kort;    119,61;  119,61;2024-10-23
574293;AMF Räntefond Lång;    154,25;  154,25;2024-10-23
265512;AMF Räntefond Mix;    114,79;  114,79;2024-10-23
791863;Amundi Funds Global Equity Conservative A2;   1497,66; 1497,45;2024-10-22
174490;Amundi Funds Japan Equity Value A2;   1300,30; 1299,93;2024-10-22
756031;Amundi Funds Latin America Equity A2;   5228,08; 5227,33;2024-10-22
720201;Amundi Funds SBI FM India Equity A2;   4514,57; 4513,92;2024-10-22
863522;Amundi Funds Volatility World A2;   1059,32; 1059,17;2024-10-22
581371;AP7 Aktiefond;    726,99;  726,99;2024-10-23
545541;AP7 Räntefond;    115,08;  115,08;2024-10-23
715955;Avanza Emerging Markets;    135,49;  135,49;2024-10-22
680124;Avanza Global;    217,73;  217,73;2024-10-23
734491;Avanza Zero ;    424,70;  424,70;2024-10-23
294322;AXA IM Globlal Equity QI B;    354,76;  354,71;2024-10-22
401810;AXA IM Pacific Ex-Japan Equity QI B;    507,19;  507,11;2024-10-22
616797;AXA IM US Equity QI B;    468,45;  468,38;2024-10-22
477729;Baring Asia Growth A;   1251,36; 1251,19;2024-10-23
191080;Baring Global Emerging Markets A;    475,75;  475,69;2024-10-23
262741;Baring Global Resources A;    257,44;  257,41;2024-10-23
334409;Baring Hong Kong China A;  11953,28;11951,58;2024-10-23
235291;Baring Latin America A;    330,21;  330,17;2024-10-23
285990;BL - American Small & Mid Caps B;   2665,41; 2665,03;2024-10-22
551804;BL - Bond Dollar B;    956,79;  956,65;2024-10-22
178509;BL - Bond Emerging Markets Euro B;   1167,63; 1167,48;2024-10-22
153833;BL - Emerging Markets B;   2055,22; 2054,95;2024-10-22
300996;BL - Equities America B;   1193,86; 1193,69;2024-10-22
321828;BL - Equities Asia B;   1179,01; 1178,84;2024-10-22
118000;BL - Equities Dividend B;   3107,07; 3106,66;2024-10-22
142679;BL - Equities Japan B;   2023,30; 2022,72;2024-10-22
250167;BL - European Small & Mid Caps B;   2425,61; 2425,29;2024-10-22
480145;BL - Global 30 B;   1247,59; 1247,43;2024-10-22
444315;BL - Global 50 B;   1315,47; 1315,29;2024-10-22
408484;BL - Global 75 B;   1332,81; 1332,63;2024-10-22
515973;BL - Global Bond Opportunities B;   1075,80; 1075,66;2024-10-22
320358;BL - Global Equities B;   1488,74; 1488,54;2024-10-22
647669;BL - Global Flexible B;   2461,77; 2461,44;2024-10-22
214338;BL - Global Flexible USD B;   1942,84; 1942,57;2024-10-22
608463;BlackRock - Asian Dragon Fund A2;    514,57;  514,50;2024-10-23
391896;BlackRock - China A2;    186,05;  186,02;2024-10-23
231100;BlackRock - Emerging Markets A2;    414,09;  414,03;2024-10-23
302760;BlackRock - Global Allocation A2;    844,15;  844,03;2024-10-23
572637;BlackRock - Global High Yield Bond Fund A2;    325,98;  325,94;2024-10-23
768499;BlackRock - India A2;    606,49;  606,40;2024-10-23
159442;BlackRock - Japan Small & MidCap A2;    749,80;  749,70;2024-10-23
661066;BlackRock - Latin American A2;    666,35;  666,26;2024-10-23
536806;BlackRock - Natural Resources Growth & Income Fund A2;    142,79;  142,77;2024-10-23
553578;BlackRock - Sustainable Energy A2;    176,32;  176,29;2024-10-23
768556;BlackRock - US Basic Value A2;   1419,22; 1419,02;2024-10-23
804385;BlackRock - US Flexible Equity A2;    717,76;  717,65;2024-10-23
625236;BlackRock - US Mid-Cap Value Fund A2;   4042,42; 4041,85;2024-10-23
517748;BlackRock - World Energy A2;    269,61;  269,57;2024-10-23
410258;BlackRock - World Financials A2;    539,85;  539,77;2024-10-23
338590;BlackRock - World Gold A2;    509,39;  509,32;2024-10-23
374421;BlackRock - World Healthscience A2;    764,72;  764,61;2024-10-23
481911;BlackRock - World Mining A2;    702,84;  702,74;2024-10-23
644294;BlackRock - World Real Estate Securities Fund A2;    172,62;  172,59;2024-10-23
446088;BlackRock - World Technology A2;    967,48;  967,34;2024-10-23
422709;BMC Global Select fund;    384,64;  384,64;2024-10-23
408062;C WorldWide Asia 1A;   2200,54; 2200,23;2024-10-23
515554;C WorldWide Global Equities 1A;   2336,99; 2336,66;2024-10-23
479725;C WorldWide Global Equities Ethical 1A;    422,55;  422,49;2024-10-23
443895;C WorldWide Healthcare Select 1A;   1722,81; 1722,58;2024-10-23
792697;C WorldWide Sweden 1A;    421,47;  421,47;2024-10-23
721035;C WorldWide Sweden Small Cap 1A;    754,55;  754,55;2024-10-23
345497;Captor Dahlia Green Bond A;    287,66;  287,66;2024-10-23
180927;Captor Iris Bond A;    263,16;  263,16;2024-10-23
320176;Carnegie Fastighetsfond Norden A;    566,77;  566,77;2024-10-23
505586;Carnegie Indienfond A;    905,78;  905,78;2024-10-23
214163;Carnegie Likviditetsfond A;   1310,82; 1310,82;2024-10-23
341362;Carnegie Listed Private Equity A;    776,12;  776,12;2024-10-23
554691;Carnegie Obligationsfond A;    986,09;  986,09;2024-10-23
584912;Carnegie Småbolagsfond A;    592,41;  592,41;2024-10-23
357483;Carnegie Strategifond A;   2305,26; 2305,26;2024-10-23
393314;Carnegie Sverigefond A;   5054,34; 5054,34;2024-10-23
976506;CB Save Earth Fund RC;    353,05;  353,00;2024-10-22
384750;Cicero Avkastning A;    135,35;  135,35;2024-10-23
959502;Cicero Hållbar Mix A;    182,08;  182,08;2024-10-23
386870;Coeli - Nordic Corporate Bond Fund R;    120,58;  120,58;2024-10-23
330324;CPR Invest Global Gold Mines A2;   1107,54; 1107,38;2024-10-22
366154;CPR Invest Global Lifestyles A2;   1165,33; 1165,16;2024-10-22
291906;D&G Aktiefond;   4346,91; 4346,91;2024-10-23
541235;D&G Global All Cap;    460,40;  460,40;2024-10-23
140491;D&G Småbolag;   1299,29; 1299,29;2024-10-23
613729;Danske Invest  SICAV - Global Index Restricted;    365,96;  365,96;2024-10-22
829945;Danske Invest SICAV - Aktiv Förmögenhetsförvaltning SI;   4221,80; 4221,80;2024-10-23
408898;Danske Invest SICAV - Euro Investment Grade Corporate Bond A;    162,24;  162,24;2024-10-22
252411;Danske Invest SICAV - Global Index SI;   3731,67; 3731,67;2024-10-22
865774;Danske Invest SICAV - Sverige Kort Ränta SI;   1287,66; 1287,66;2024-10-23
901603;Danske Invest SICAV - Sverige Ränta SI;   1153,17; 1153,17;2024-10-23
973263;Danske Invest SICAV - Sverige SI;   7104,67; 7104,67;2024-10-23
184580;Delphi Global A2;   2149,53; 2149,53;2024-10-22
388298;Delphi Nordic Acc;  48859,89;48839,60;2024-10-22
219170;DNB Europa Indeks S;    130,20;  130,20;2024-10-22
326660;DNB Global Emerging Markets S;    121,37;  121,37;2024-10-22
362491;DNB Global Indeks S;    147,06;  147,06;2024-10-22
147512;DNB Grönt Skifte Norden S;    155,80;  155,80;2024-10-22
255001;DNB Health Care S;    171,93;  171,93;2024-10-22
290833;DNB SMB S;    121,86;  121,86;2024-10-22
183343;DNB Teknologi S;    173,81;  173,81;2024-10-22
623637;East Capital Global Emerging Markets Sustainable A;    273,88;  273,88;2024-10-23
870907;East Capital Global Frontier Markets A;    231,18;  231,18;2024-10-23
134593;Enter Cross Credit A;   1207,69; 1207,69;2024-10-23
643700;Enter Select A;   3519,97; 3519,97;2024-10-23
170423;Enter Sverige A;   4298,07; 4298,07;2024-10-23
664482;Evli Corporate Bond Placeringsfonden B ;   1407,33; 1407,33;2024-10-22
229625;Evli Emerging Markets Credit Placeringsfonden B;   1324,52; 1324,35;2024-10-22
570044;Evli Finland Select Placeringsfonden B;    633,29;  633,20;2024-10-22
367987;Evli GEM Placeringsfonden B;   2411,12; 2410,80;2024-10-22
793109;Evli Global Placeringsfonden B;   4254,51; 4254,51;2024-10-22
700310;Evli High Yield Placeringsfonden B;   1814,34; 1814,34;2024-10-22
574582;Evli Likviditet Placeringsfonden B;   1155,40; 1155,40;2024-10-22
668269;Evli Nordic Placeringsfonden B;   3827,99; 3827,49;2024-10-22
621631;Evli Short Corporate Bond Placeringsfonden B;    360,73;  360,68;2024-10-22
610410;Evli Sverige Aktieindex B;   2831,07; 2831,07;2024-10-22
420463;Evli Sverige Småbolag;   8146,76; 8146,76;2024-10-22
850776;Fidelity - America Fund A;    480,71;  480,65;2024-10-23
994095;Fidelity - Asian Pacific Opportunities Fund A;    361,19;  361,14;2024-10-23
922435;Fidelity - Asian Special Situations Fund A;    506,60;  506,53;2024-10-23
886606;Fidelity - China Consumer  Fund A;    205,51;  205,49;2024-10-23
958264;Fidelity - China Focus Fund A;    119,20;  119,19;2024-10-23
313320;Fidelity - Emerging Asia Fund A;    374,19;  374,14;2024-10-23
349150;Fidelity - Emerging Markets Funds A;    192,06;  192,03;2024-10-23
277491;Fidelity - Global High  Yield Fund A;    171,66;  171,64;2024-10-23
976928;Folksam LO Sverige;    613,28;  613,28;2024-10-23
941096;Folksam LO Världen;    400,78;  400,78;2024-10-23
202002;Fondita Global Megatrends Placeringsfond B;   1348,46; 1348,28;2024-10-23
785493;Fondita Nordic Micro Cap Placeringsfond B;   4482,63; 4482,05;2024-10-23
237834;Fondita Nordic Small Cap Placeringsfond B;   2484,74; 2484,41;2024-10-23
389239;Franklin Biotechnology Discovery Fund;    472,97;  472,91;2024-10-22
170894;Franklin India Fund A ;    745,94;  745,83;2024-10-22
717496;Franklin Mutual Global Discovery Fund A;    287,81;  287,76;2024-10-22
532558;Franklin Natural Resources Fund A;     90,74;   90,73;2024-10-22
496729;Franklin Technology Fund A;    518,66;  518,59;2024-10-22
384107;Franklin U.S. Opportunities Fund A;    373,39;  373,34;2024-10-22
201111;GodFond Sverige & Världen;    504,43;  504,43;2024-10-23
992099;Goldman Sachs Asia Equity Income P;  14507,73;14505,67;2024-10-23
523050;Goldman Sachs Global Equity Impact Opportunities P;   7022,51; 7021,58;2024-10-23
401695;Goldman Sachs Global Social Impact Equity P;  25361,53;25357,93;2024-10-23
666370;Goldman Sachs Greater China Equity P;  14157,21;14155,20;2024-10-23
971010;Goldman Sachs Green Bond P;     89,12;   89,12;2024-10-23
920439;Goldman Sachs Japan Equity P (Former NN);    617,67;  617,49;2024-10-23
857037;Goldman Sachs Protection P;    375,56;  375,51;2024-10-23
929224;Handelsbanken  USA Index Criteria A1;    977,08;  977,08;2024-10-23
840033;Handelsbanken Amerika Tema A1;   2467,70; 2467,70;2024-10-23
504100;Handelsbanken Asien Tema A1;    983,64;  983,64;2024-10-23
750075;Handelsbanken Emerging Markets Index A1;    222,48;  222,48;2024-10-23
629543;Handelsbanken Europa Index Criteria A1;    211,04;  211,04;2024-10-23
785907;Handelsbanken Global Index Criteria A1;    575,86;  575,86;2024-10-23
549552;Handelsbanken Global Småbolag Index Criteria A1;    191,10;  191,10;2024-10-23
123679;Handelsbanken Global Tema A1;   1068,67; 1068,67;2024-10-23
644005;Handelsbanken Hälsovård Tema A1;    484,51;  484,51;2024-10-23
687509;Handelsbanken Hållbar Energi A1;    315,28;  315,28;2024-10-23
718205;Handelsbanken Kortränta A1;    157,10;  157,10;2024-10-23
679837;Handelsbanken Latinamerika Impact Tema A1;    316,72;  316,72;2024-10-23
524702;Handelsbanken Långränta A1;    112,94;  112,94;2024-10-23
811117;Handelsbanken Norden A1;   2001,20; 2001,20;2024-10-23
751495;Handelsbanken Nordiska Småbolag A1;   1781,50; 1781,50;2024-10-23
167114;Handelsbanken Pension 40 A12;    170,72;  170,72;2024-10-22
314682;Handelsbanken Pension 50 A12;    238,62;  238,62;2024-10-22
350512;Handelsbanken Pension 60 A12;    382,52;  382,52;2024-10-22
278853;Handelsbanken Pension 70 A12;    457,53;  457,53;2024-10-22
243022;Handelsbanken Pension 80 A12;    458,76;  458,76;2024-10-22
952010;Handelsbanken Svenska Småbolag A1;   2507,92; 2507,92;2024-10-23
465914;Handelsbanken Sverige 100 Index Criteria A1;    444,81;  444,81;2024-10-23
916189;Handelsbanken Sverige A1;   3591,64; 3591,64;2024-10-23
987842;Handelsbanken Tillväxtmarknad Tema A1;    462,17;  462,17;2024-10-23
500976;HealthInvest Alpha Fund;    151,54;  151,54;2024-10-22
282632;Holberg Global A;    645,13;  644,86;2024-10-23
354290;Holberg Norden;    843,43;  843,08;2024-10-23
318469;Holberg Norge;   1102,38; 1101,93;2024-10-23
712299;Humle Småbolagsfond A;    726,04;  726,04;2024-10-23
307306;Indecap Guide 1 C;    118,79;  118,79;2024-10-22
271478;Indecap Guide 2 C;    243,79;  243,79;2024-10-22
106849;Indecap Guide Sverige C;    281,01;  281,01;2024-10-22
233585;JPMorgan China A;    695,33;  695,23;2024-10-23
305243;JPMorgan Emerging Markets Equity A ;    437,57;  437,51;2024-10-23
124438;JPMorgan Funds - Europe Sustainable Equity Fund;   2217,66; 2217,37;2024-10-23
676460;Kotak Funds - India ESG A;    282,41;  282,37;2024-10-23
895699;Kotak Funds - India Midcap A;    444,34;  444,27;2024-10-23
224493;KPA Blandfond;    459,41;  459,41;2024-10-23
182759;Lannebo Europa Småbolag A;     16,06;   16,06;2024-10-23
878520;Lannebo Mixfond;     35,36;   35,36;2024-10-23
861104;Lannebo Mixfond Offensiv A;    307,82;  307,82;2024-10-23
478313;Lannebo Räntefond Kort;    129,08;  129,08;2024-10-23
842690;Lannebo Småbolag;    185,65;  185,65;2024-10-23
806869;Lannebo Sverige;     70,43;   70,43;2024-10-23
146928;Lannebo Sverige Hållbar A;   2313,34; 2313,34;2024-10-23
490292;Lannebo Sverige Plus;     94,87;   94,87;2024-10-23
771030;Lannebo Teknik;     21,45;   21,45;2024-10-23
385401;Länsförsäkringar Asienfond A;    212,73;  212,73;2024-10-23
479840;Länsförsäkringar Europa Index;    347,72;  347,72;2024-10-23
313742;Länsförsäkringar Fastighetsfond A;   6897,85; 6897,85;2024-10-23
874560;Länsförsäkringar Företagsobligation Vision ;    119,62;  119,62;2024-10-23
658997;Länsförsäkringar Global Index;    496,58;  496,58;2024-10-23
563965;Länsförsäkringar Global Vision A;     99,38;   99,38;2024-10-23
470104;Länsförsäkringar Japan Index;    175,11;  175,11;2024-10-23
420646;Länsförsäkringar Kort Räntefond;    112,54;  112,54;2024-10-23
242081;Länsförsäkringar Lång Räntefond A;    167,98;  167,98;2024-10-23
599795;Länsförsäkringar Mix Vision A;    565,59;  565,59;2024-10-23
515676;Länsförsäkringar Småbolag Sverige Vision A;   1799,25; 1799,25;2024-10-23
814772;Länsförsäkringar Sparmål 2015;    254,78;  254,78;2024-10-22
778944;Länsförsäkringar Sparmål 2020;    283,97;  283,97;2024-10-22
743112;Länsförsäkringar Sparmål 2025;    364,66;  364,66;2024-10-22
707281;Länsförsäkringar Sparmål 2030;    417,91;  417,91;2024-10-22
671453;Länsförsäkringar Sparmål 2035;    239,22;  239,22;2024-10-22
635623;Länsförsäkringar Sparmål 2040;    251,76;  251,76;2024-10-22
832360;Länsförsäkringar Sparmål 2045;    305,62;  305,62;2024-10-22
587337;Länsförsäkringar Sverige Index;    563,22;  563,22;2024-10-23
528133;Länsförsäkringar Sverige Vision A;   3111,69; 3111,69;2024-10-23
206250;Länsförsäkringar Tillväxtmarknad Aktiv A;    445,39;  445,39;2024-10-23
434274;Länsförsäkringar Tillväxtmarknad Index A;    208,08;  208,08;2024-10-23
456475;Länsförsäkringar USA Aktiv A;   1052,00; 1052,00;2024-10-23
551507;Länsförsäkringar USA Index;   1005,02; 1005,02;2024-10-23
117002;Lärarfond Balanserad;     35,53;   35,53;2024-10-23
981175;Lärarfond Försiktig;     19,62;   19,62;2024-10-23
152835;Lärarfond Offensiv;     48,86;   48,86;2024-10-23
615310;Naventi Balanserad Flex;    216,02;  216,02;2024-10-23
447086;Naventi Defensiv Flex;    158,70;  158,70;2024-10-23
727057;Naventi Offensiv Flex;    317,67;  317,67;2024-10-23
196097;Nordea  European Stars Equity Fund;   2022,30; 2022,30;2024-10-23
430975;Nordea Generationsfond 50-tal;    150,43;  150,43;2024-10-23
359315;Nordea Generationsfond 60-tal;    253,86;  253,86;2024-10-23
287656;Nordea Generationsfond 70-tal;    283,78;  283,78;2024-10-23
215996;Nordea Generationsfond 80-tal;    270,37;  270,37;2024-10-23
596429;Nordea Generationsfond 90-tal;    335,01;  335,01;2024-10-23
502633;Nordea Generationsfond Senior;     94,74;   94,74;2024-10-23
282517;Nordea Global;      9,28;    9,28;2024-10-23
995571;Nordea Globala Tillväxtmarknader ;    387,57;  387,57;2024-10-23
469692;Nordea Indienfond;    525,79;  525,79;2024-10-23
653097;Nordea Kinafond;    269,06;  269,06;2024-10-23
861757;Nordea Nordic;      3,28;    3,28;2024-10-23
648964;Nordea Obligationsfond;    125,36;  125,36;2024-10-23
131409;Nordea Realräntefond;    171,14;  171,14;2024-10-23
286294;Nordea Småbolagsfond Norden;    288,30;  288,30;2024-10-23
840090;Nordea Stratega Ränta;    135,16;  135,16;2024-10-23
613133;Nordea Swedish Bond Stars;    105,26;  105,26;2024-10-23
203067;Nordea Swedish Stars;   4422,84; 4422,84;2024-10-23
419101;Odin Emerging Markets C;    439,81;  439,63;2024-10-23
332156;Odin Fastighet C;   1645,80; 1645,12;2024-10-23
562421;Odin Global C;    552,49;  552,26;2024-10-23
598557;Odin Norden C;   5113,13; 5111,02;2024-10-23
562728;Odin Norge C ;   5979,08; 5976,61;2024-10-23
450981;Odin Sverige C;   9860,11; 9856,03;2024-10-23
165755;Pareto Aksje Norge B;   3663,08; 3661,56;2024-10-22
606103;Pareto ESG Global Corporate Bond A;    115,66;  115,66;2024-10-22
912691;Pareto Global B;   4874,31; 4872,29;2024-10-23
129924;Pareto Nordic Corporate Bond C;   1242,41; 1242,41;2024-10-22
917955;Pictet Asian  Equities Ex Japan R;   2769,80; 2769,41;2024-10-23
260919;Pictet Biotech R;   8844,17; 8842,92;2024-10-23
882126;Pictet China Equities R;   4475,55; 4474,92;2024-10-23
887497;Pictet Clean Energy Transition R;   1587,82; 1587,59;2024-10-23
296749;Pictet Digital R;   5363,39; 5362,62;2024-10-23
404236;Pictet Emerging Markets R;   5762,98; 5762,17;2024-10-23
280925;Pictet EUR Bonds R;   5351,87; 5351,17;2024-10-22
316752;Pictet Global Bonds R;   1589,35; 1589,12;2024-10-22
173435;Pictet Global Emerging Debt R;   3867,48; 3866,93;2024-10-22
690693;Pictet Global Megatrend Selection R;   3762,24; 3761,71;2024-10-23
688986;Pictet Health R;   3300,76; 3300,30;2024-10-23
874271;Pictet Indian Equities R;   8639,61; 8638,39;2024-10-23
910109;Pictet Japanese Equity Opportunities R;   1157,54; 1157,20;2024-10-23
923383;Pictet Premium Brands R;   2687,77; 2687,42;2024-10-23
968891;Pictet Security R;   3528,91; 3528,41;2024-10-23
755033;Pictet Timber R;   2399,82; 2399,48;2024-10-23
189258;Pictet Water R;   5331,52; 5330,81;2024-10-23
241661;Pictet-Emerging Corporate Bonds R ;   1322,92; 1322,73;2024-10-22
859868;PLUS Småbolag Sverige Index ;    207,68;  207,68;2024-10-23
487108;Prior & Nilsson Realinvest A;   4367,61; 4367,61;2024-10-23
328021;Prior & Nilsson Sverige Aktiv A;   4979,19; 4979,19;2024-10-23
670091;S-Banken Emerging Markets ESG Aktie A;    218,75;  218,72;2024-10-23
324665;S-Banken Fenno Aktie A;   4259,85; 4259,29;2024-10-23
