Fondnr;Fondnamn;Köpkurs;Säljkurs;Kursdatum 
865063;abrdn SICAV I - Europe ex UK Sustainable Equity Fund A;    226,94;  226,92;2023-07-06
367698;abrdn SICAV I - European Sustainable Equity Fund A;    865,56;  865,45;2023-07-06
848069;abrdn SICAV I - Global Innovation Equity Fund A;     85,32;   85,30;2023-07-06
192146;abrdn SICAV I - Japanese Smaller Companies Sustainable Equity Fund A;    139,06;  139,02;2023-07-06
757575;abrdn SICAV I - Japanese Sustainable Equity Fund A;     48,28;   48,27;2023-07-06
900894;abrdn SICAV I - Select Euro High Yield Bond A;    278,86;  278,82;2023-07-06
938845;AGCM Fund- Asia Growth Sub- Fund RC;    197,26;  197,26;2023-07-05
897520;AIFM Proethos fond;    206,72;  206,72;2023-07-06
182584;Aktia Capital Placeringsfond B;     51,71;   51,70;2023-07-06
339473;Aktia Nordic Small Cap Placeringsfond B;     43,52;   43,51;2023-07-06
308908;Aktie-Ansvar Avkastningsfond A;    118,37;  118,37;2023-07-06
344739;Aktie-Ansvar Sverige A;    802,98;  802,98;2023-07-06
528894;Aktiespararna Direktavkastning;    180,86;  180,86;2023-07-06
290072;Aktiespararna Topp Sverige Hållbar;     26,43;   26,43;2023-07-06
147348;Alfred Berg Aktiv C;   2355,63; 2354,72;2023-07-06
183178;Alfred Berg Norge C;   1376,37; 1375,83;2023-07-06
111518;Alfred Berg Obligasjon C;    114,29;  114,24;2023-07-06
933359;Allianz China A-shares AT;    117,31;  117,30;2023-07-06
753731;Allianz China Equity A;    558,75;  558,67;2023-07-06
717900;Allianz Euro High Yield Bond A;   1241,50; 1241,34;2023-07-06
538751;Allianz Europe Small Cap Equity AT;   3382,68; 3382,25;2023-07-06
273839;Allianz Global Equity Growth AT;    115,26;  115,25;2023-07-06
502922;Allianz Global Metals and Mining A;    715,59;  715,50;2023-07-06
878694;Allianz Global Water AT;   1834,43; 1834,20;2023-07-06
309666;Allianz Pet and Animal Wellbeing AT;     84,63;   84,62;2023-07-06
823096;AMF Aktiefond Asien Stilla Havet;    294,00;  294,00;2023-07-06
538462;AMF Aktiefond Europa;    315,65;  315,65;2023-07-06
908277;AMF Aktiefond Global;    324,65;  324,65;2023-07-06
520692;AMF Aktiefond Nordamerika;    559,29;  559,29;2023-07-06
269357;AMF Aktiefond Småbolag;   1093,83; 1093,83;2023-07-06
681783;AMF Aktiefond Sverige;    785,91;  785,91;2023-07-06
645952;AMF Aktiefond Världen;    602,89;  602,89;2023-07-06
610121;AMF Balansfond;    359,35;  359,35;2023-07-06
305185;AMF Räntefond Kort;    112,34;  112,34;2023-07-06
574293;AMF Räntefond Lång;    139,80;  139,80;2023-07-06
265512;AMF Räntefond Mix;    106,88;  106,88;2023-07-06
791863;Amundi Funds Global Equity Conservative A2;   1330,21; 1330,02;2023-07-05
174490;Amundi Funds Japan Equity Value A2;   1260,94; 1260,60;2023-07-05
756031;Amundi Funds Latin America Equity A2;   5763,91; 5763,12;2023-07-05
720201;Amundi Funds SBI FM India Equity A2;   3794,68; 3794,15;2023-07-05
863522;Amundi Funds Volatility World A2;   1046,97; 1046,82;2023-07-05
581371;AP7 Aktiefond;    582,98;  582,98;2023-07-06
545541;AP7 Räntefond;    105,97;  105,97;2023-07-06
715955;Avanza Emerging Markets;    121,21;  121,21;2023-07-05
680124;Avanza Global;    176,41;  176,41;2023-07-05
734491;Avanza Zero ;    356,15;  356,15;2023-07-06
294322;AXA IM Globlal Equity QI B;    292,46;  292,42;2023-07-05
401810;AXA IM Pacific Ex-Japan Equity QI B;    466,72;  466,65;2023-07-05
616797;AXA IM US Equity QI B;    384,95;  384,90;2023-07-05
477729;Baring Asia Growth A;   1128,62; 1128,46;2023-07-06
191080;Baring Global Emerging Markets A;    432,19;  432,13;2023-07-06
262741;Baring Global Resources A;    240,38;  240,35;2023-07-06
334409;Baring Hong Kong China A;  11389,55;11387,99;2023-07-06
235291;Baring Latin America A;    382,73;  382,68;2023-07-06
285990;BL - American Small & Mid Caps B;   2548,73; 2548,37;2023-07-05
551804;BL - Bond Dollar B;    950,24;  950,11;2023-07-05
178509;BL - Bond Emerging Markets Euro B;   1129,34; 1129,20;2023-07-05
153833;BL - Emerging Markets B;   1957,77; 1957,52;2023-07-05
300996;BL - Equities America B;   1066,05; 1065,91;2023-07-05
321828;BL - Equities Asia B;   1093,60; 1093,45;2023-07-05
118000;BL - Equities Dividend B;   2872,23; 2871,87;2023-07-05
336826;BL - Equities Europe B;   1259,95; 1259,79;2023-07-05
142679;BL - Equities Japan B;   1996,43; 1995,90;2023-07-05
250167;BL - European Small & Mid Caps B;   2451,34; 2451,03;2023-07-05
480145;BL - Global 30 B;   1152,75; 1152,60;2023-07-05
444315;BL - Global 50 B;   1192,70; 1192,54;2023-07-05
408484;BL - Global 75 B;   1191,75; 1191,60;2023-07-05
515973;BL - Global Bond Opportunities B;   1058,19; 1058,06;2023-07-05
320358;BL - Global Equities B;   1302,85; 1302,69;2023-07-05
647669;BL - Global Flexible B;   2320,62; 2320,33;2023-07-05
214338;BL - Global Flexible USD B;   1847,46; 1847,20;2023-07-05
749953;BL - Global Impact;   1248,13; 1247,97;2023-07-05
608463;BlackRock - Asian Dragon Fund A2;    487,33;  487,27;2023-07-06
391896;BlackRock - China A2;    165,65;  165,63;2023-07-06
231100;BlackRock - Emerging Markets A2;    402,65;  402,59;2023-07-06
916122;BlackRock - Euro Markets A2;    453,88;  453,83;2023-07-06
696898;BlackRock - European Value A2;   1014,61; 1014,49;2023-07-06
302760;BlackRock - Global Allocation A2;    748,95;  748,84;2023-07-06
572637;BlackRock - Global High Yield Bond Fund A2;    293,01;  292,97;2023-07-06
768499;BlackRock - India A2;    527,27;  527,20;2023-07-06
159442;BlackRock - Japan Small & MidCap A2;    677,39;  677,30;2023-07-06
661066;BlackRock - Latin American A2;    776,41;  776,30;2023-07-06
536806;BlackRock - Natural Resources Growth & Income Fund A2;    134,58;  134,56;2023-07-06
553578;BlackRock - Sustainable Energy A2;    184,04;  184,01;2023-07-06
768556;BlackRock - US Basic Value A2;   1235,95; 1235,78;2023-07-06
804385;BlackRock - US Flexible Equity A2;    606,71;  606,62;2023-07-06
625236;BlackRock - US Mid-Cap Value Fund A2;   3560,15; 3559,66;2023-07-06
517748;BlackRock - World Energy A2;    239,40;  239,37;2023-07-06
410258;BlackRock - World Financials A2;    383,61;  383,56;2023-07-06
338590;BlackRock - World Gold A2;    360,41;  360,36;2023-07-06
374421;BlackRock - World Healthscience A2;    690,41;  690,31;2023-07-06
481911;BlackRock - World Mining A2;    666,67;  666,57;2023-07-06
644294;BlackRock - World Real Estate Securities Fund A2;    152,96;  152,94;2023-07-06
446088;BlackRock - World Technology A2;    694,13;  694,03;2023-07-06
408062;C WorldWide Asia 1A;   1899,77; 1899,51;2023-07-06
515554;C WorldWide Global Equities 1A;   2014,77; 2014,49;2023-07-06
479725;C WorldWide Global Equities Ethical 1A;    363,92;  363,87;2023-07-06
443895;C WorldWide Healthcare Select 1A;   1648,91; 1648,70;2023-07-06
792697;C WorldWide Sweden 1A;    343,28;  343,28;2023-07-06
721035;C WorldWide Sweden Small Cap 1A;    605,78;  605,78;2023-07-06
345497;Captor Dahlia Green Bond A;    261,65;  261,65;2023-07-06
180927;Captor Iris Bond A;    231,91;  231,91;2023-07-06
838383;Carnegie Asia A;    237,00;  237,00;2023-07-06
537639;Carnegie Corporate Bond A;    421,97;  421,97;2023-07-05
320176;Carnegie Fastighetsfond Norden A;    403,58;  403,58;2023-07-06
505586;Carnegie Indienfond A;    813,26;  813,26;2023-07-06
214163;Carnegie Likviditetsfond A;   1238,22; 1238,22;2023-07-06
341362;Carnegie Listed Private Equity A;    545,05;  545,05;2023-07-06
554691;Carnegie Obligationsfond A;    909,47;  909,47;2023-07-06
584912;Carnegie Småbolagsfond A;    456,37;  456,37;2023-07-06
357483;Carnegie Strategifond A;   1908,01; 1908,01;2023-07-06
