Fondnr;Fondnamn;Köpkurs;Säljkurs;Kursdatum 
952770;abrdn SICAV I - European Sustainable Equity Fund I Acc EUR;  27603,14;27599,61;2024-07-24
848069;abrdn SICAV I - Global Innovation Equity Fund A;     97,73;   97,72;2024-07-24
192146;abrdn SICAV I - Japanese Smaller Companies Sustainable Equity Fund A;    141,80;  141,76;2024-07-24
757575;abrdn SICAV I - Japanese Sustainable Equity Fund A;     53,76;   53,74;2024-07-24
900894;abrdn SICAV I - Select Euro High Yield Bond A;    301,26;  301,23;2024-07-24
897520;AIFM Proethos fond;    182,47;  182,47;2024-07-24
182584;Aktia Capital Placeringsfond B;     53,60;   53,60;2024-07-24
339473;Aktia Nordic Small Cap Placeringsfond B;     52,14;   52,13;2024-07-24
308908;Aktie-Ansvar Avkastningsfond A;    124,52;  124,52;2024-07-24
344739;Aktie-Ansvar Sverige A;    935,75;  935,75;2024-07-24
528894;Aktiespararna Direktavkastning;    212,09;  212,09;2024-07-24
290072;Aktiespararna Topp Sverige;     31,64;   31,64;2024-07-24
147348;Alfred Berg Aktiv C;   2867,81; 2866,64;2024-07-24
183178;Alfred Berg Norge C;   1653,77; 1653,09;2024-07-24
111518;Alfred Berg Obligasjon C;    116,30;  116,25;2024-07-24
933359;Allianz China A-shares AT;     99,02;   99,01;2024-07-24
753731;Allianz China Equity A;    509,79;  509,72;2024-07-24
717900;Allianz Euro High Yield Bond A;   1308,22; 1308,05;2024-07-24
538751;Allianz Europe Small Cap Equity AT;   3558,09; 3557,64;2024-07-24
273839;Allianz Global Equity Growth AT;    128,33;  128,31;2024-07-24
502922;Allianz Global Metals and Mining A;    689,39;  689,30;2024-07-24
878694;Allianz Global Water AT;   2133,80; 2133,53;2024-07-24
309666;Allianz Pet and Animal Wellbeing AT;     86,29;   86,28;2024-07-24
823096;AMF Aktiefond Asien Stilla Havet;    332,72;  332,72;2024-07-24
538462;AMF Aktiefond Europa;    365,03;  365,03;2024-07-24
908277;AMF Aktiefond Global;    394,53;  394,53;2024-07-24
520692;AMF Aktiefond Nordamerika;    702,83;  702,83;2024-07-24
269357;AMF Aktiefond Småbolag;   1332,01; 1332,01;2024-07-24
681783;AMF Aktiefond Sverige;    986,63;  986,63;2024-07-24
645952;AMF Aktiefond Världen;    743,53;  743,53;2024-07-24
610121;AMF Balansfond;    425,02;  425,02;2024-07-24
305185;AMF Räntefond Kort;    118,38;  118,38;2024-07-24
574293;AMF Räntefond Lång;    152,19;  152,19;2024-07-24
265512;AMF Räntefond Mix;    113,38;  113,38;2024-07-24
791863;Amundi Funds Global Equity Conservative A2;   1423,74; 1423,54;2024-07-23
174490;Amundi Funds Japan Equity Value A2;   1350,25; 1349,86;2024-07-23
756031;Amundi Funds Latin America Equity A2;   5535,09; 5534,31;2024-07-23
720201;Amundi Funds SBI FM India Equity A2;   4725,82; 4725,16;2024-07-23
863522;Amundi Funds Volatility World A2;   1025,02; 1024,87;2024-07-23
581371;AP7 Aktiefond;    700,18;  700,18;2024-07-24
545541;AP7 Räntefond;    113,51;  113,51;2024-07-24
715955;Avanza Emerging Markets;    133,44;  133,44;2024-07-23
680124;Avanza Global;    214,47;  214,47;2024-07-23
734491;Avanza Zero ;    421,77;  421,77;2024-07-24
294322;AXA IM Globlal Equity QI B;    347,90;  347,86;2024-07-23
401810;AXA IM Pacific Ex-Japan Equity QI B;    483,07;  483,00;2024-07-23
616797;AXA IM US Equity QI B;    456,53;  456,47;2024-07-23
477729;Baring Asia Growth A;   1191,37; 1191,21;2024-07-24
191080;Baring Global Emerging Markets A;    459,96;  459,89;2024-07-24
262741;Baring Global Resources A;    257,31;  257,27;2024-07-24
334409;Baring Hong Kong China A;  10214,24;10212,82;2024-07-24
235291;Baring Latin America A;    346,64;  346,59;2024-07-24
285990;BL - American Small & Mid Caps B;   2633,24; 2632,87;2024-07-23
551804;BL - Bond Dollar B;    965,81;  965,68;2024-07-23
178509;BL - Bond Emerging Markets Euro B;   1180,72; 1180,57;2024-07-23
153833;BL - Emerging Markets B;   1999,77; 1999,52;2024-07-23
300996;BL - Equities America B;   1169,96; 1169,79;2024-07-23
321828;BL - Equities Asia B;   1132,03; 1131,87;2024-07-23
118000;BL - Equities Dividend B;   3069,02; 3068,62;2024-07-23
142679;BL - Equities Japan B;   2026,06; 2025,47;2024-07-23
250167;BL - European Small & Mid Caps B;   2557,18; 2556,85;2024-07-23
480145;BL - Global 30 B;   1216,01; 1215,86;2024-07-23
444315;BL - Global 50 B;   1278,30; 1278,13;2024-07-23
408484;BL - Global 75 B;   1289,87; 1289,70;2024-07-23
515973;BL - Global Bond Opportunities B;   1086,65; 1086,51;2024-07-23
320358;BL - Global Equities B;   1461,88; 1461,69;2024-07-23
647669;BL - Global Flexible B;   2416,72; 2416,41;2024-07-23
214338;BL - Global Flexible USD B;   1936,46; 1936,19;2024-07-23
608463;BlackRock - Asian Dragon Fund A2;    496,90;  496,83;2024-07-24
391896;BlackRock - China A2;    163,44;  163,41;2024-07-24
231100;BlackRock - Emerging Markets A2;    411,24;  411,18;2024-07-24
302760;BlackRock - Global Allocation A2;    839,33;  839,21;2024-07-24
572637;BlackRock - Global High Yield Bond Fund A2;    324,39;  324,35;2024-07-24
768499;BlackRock - India A2;    644,03;  643,94;2024-07-24
159442;BlackRock - Japan Small & MidCap A2;    785,21;  785,10;2024-07-24
661066;BlackRock - Latin American A2;    694,37;  694,27;2024-07-24
536806;BlackRock - Natural Resources Growth & Income Fund A2;    143,45;  143,43;2024-07-24
553578;BlackRock - Sustainable Energy A2;    181,26;  181,24;2024-07-24
768556;BlackRock - US Basic Value A2;   1394,35; 1394,15;2024-07-24
804385;BlackRock - US Flexible Equity A2;    711,32;  711,23;2024-07-24
625236;BlackRock - US Mid-Cap Value Fund A2;   3963,87; 3963,32;2024-07-24
517748;BlackRock - World Energy A2;    277,40;  277,36;2024-07-24
410258;BlackRock - World Financials A2;    522,07;  522,00;2024-07-24
338590;BlackRock - World Gold A2;    443,65;  443,58;2024-07-24
374421;BlackRock - World Healthscience A2;    785,32;  785,21;2024-07-24
481911;BlackRock - World Mining A2;    670,82;  670,72;2024-07-24
644294;BlackRock - World Real Estate Securities Fund A2;    166,79;  166,76;2024-07-24
446088;BlackRock - World Technology A2;    932,45;  932,32;2024-07-24
422709;BMC Global Select fund;    385,60;  385,60;2024-07-24
408062;C WorldWide Asia 1A;   2086,12; 2085,83;2024-07-24
515554;C WorldWide Global Equities 1A;   2329,93; 2329,60;2024-07-24
479725;C WorldWide Global Equities Ethical 1A;    425,31;  425,26;2024-07-24
443895;C WorldWide Healthcare Select 1A;   1831,70; 1831,46;2024-07-24
792697;C WorldWide Sweden 1A;    425,43;  425,43;2024-07-24
721035;C WorldWide Sweden Small Cap 1A;    760,70;  760,70;2024-07-24
345497;Captor Dahlia Green Bond A;    283,09;  283,09;2024-07-24
180927;Captor Iris Bond A;    261,88;  261,88;2024-07-24
320176;Carnegie Fastighetsfond Norden A;    569,64;  569,64;2024-07-24
505586;Carnegie Indienfond A;    944,87;  944,87;2024-07-24
214163;Carnegie Likviditetsfond A;   1298,93; 1298,93;2024-07-24
341362;Carnegie Listed Private Equity A;    741,32;  741,32;2024-07-24
554691;Carnegie Obligationsfond A;    980,82;  980,82;2024-07-24
584912;Carnegie Småbolagsfond A;    560,81;  560,81;2024-07-24
357483;Carnegie Strategifond A;   2260,48; 2260,48;2024-07-24
393314;Carnegie Sverigefond A;   4944,84; 4944,84;2024-07-24
976506;CB Save Earth Fund RC;    356,88;  356,84;2024-07-23
384750;Cicero Avkastning A;    133,18;  133,18;2024-07-24
959502;Cicero Hållbar Mix A;    180,39;  180,39;2024-07-24
386870;Coeli - Nordic Corporate Bond Fund R;    117,83;  117,83;2024-07-24
330324;CPR Invest Global Gold Mines A2;    947,01;  946,88;2024-07-23
366154;CPR Invest Global Lifestyles A2;   1141,59; 1141,43;2024-07-23
613729;Danske Invest  SICAV - Global Index Restricted;    355,63;  355,63;2024-07-23
829945;Danske Invest SICAV - Aktiv Förmögenhetsförvaltning SI;   4222,14; 4222,14;2024-07-24
408898;Danske Invest SICAV - Euro Investment Grade Corporate Bond A;    159,04;  159,04;2024-07-23
252411;Danske Invest SICAV - Global Index SI;   3652,71; 3652,71;2024-07-23
865774;Danske Invest SICAV - Sverige Kort Ränta SI;   1273,47; 1273,47;2024-07-24
901603;Danske Invest SICAV - Sverige Ränta SI;   1143,21; 1143,21;2024-07-24
973263;Danske Invest SICAV - Sverige SI;   7197,68; 7197,68;2024-07-24
184580;Delphi Global A2;   2128,84; 2128,84;2024-07-23
388298;Delphi Nordic Acc;  51260,26;51239,25;2024-07-23
291906;Didner & Gerge Aktiefond;   4448,87; 4448,87;2024-07-24
541235;Didner & Gerge Global;    466,74;  466,74;2024-07-24
140491;Didner & Gerge Småbolag;   1330,83; 1330,83;2024-07-24
219170;DNB Europa Indeks S;    131,93;  131,93;2024-07-23
326660;DNB Global Emerging Markets S;    117,54;  117,54;2024-07-23
362491;DNB Global Indeks S;    143,88;  143,88;2024-07-23
147512;DNB Grönt Skifte Norden S;    157,76;  157,76;2024-07-23
255001;DNB Health Care S;    177,12;  177,12;2024-07-23
290833;DNB SMB S;    128,09;  128,09;2024-07-23
183343;DNB Teknologi S;    171,86;  171,86;2024-07-23
623637;East Capital Global Emerging Markets Sustainable A;    250,89;  250,89;2024-07-24
870907;East Capital Global Frontier Markets A;    236,38;  236,38;2024-07-24
134593;Enter Cross Credit A;   1192,37; 1192,37;2024-07-24
643700;Enter Select A;   3552,56; 3552,56;2024-07-24
170423;Enter Sverige A;   4338,23; 4338,23;2024-07-24
664482;Evli Corporate Bond Placeringsfonden B ;   1376,31; 1376,31;2024-07-23
229625;Evli Emerging Markets Credit Placeringsfonden B;   1330,35; 1330,18;2024-07-23
570044;Evli Finland Select Placeringsfonden B;    633,06;  632,98;2024-07-23
367987;Evli GEM Placeringsfonden B;   2492,17; 2491,85;2024-07-23
793109;Evli Global Placeringsfonden B;   4346,77; 4346,77;2024-07-23
700310;Evli High Yield Placeringsfonden B;   1761,98; 1761,98;2024-07-23
574582;Evli Likviditet Placeringsfonden B;   1142,85; 1142,85;2024-07-23
668269;Evli Nordic Placeringsfonden B;   3932,00; 3931,50;2024-07-23
621631;Evli Short Corporate Bond Placeringsfonden B;    362,97;  362,92;2024-07-23
610410;Evli Sverige Aktieindex B;   2855,87; 2855,87;2024-07-23
420463;Evli Sverige Småbolag;   8532,29; 8532,29;2024-07-23
850776;Fidelity - America Fund A;    485,22;  485,15;2024-07-24
994095;Fidelity - Asian Pacific Opportunities Fund A;    341,65;  341,61;2024-07-24
922435;Fidelity - Asian Special Situations Fund A;    484,98;  484,92;2024-07-24
886606;Fidelity - China Consumer  Fund A;    184,40;  184,37;2024-07-24
958264;Fidelity - China Focus Fund A;    106,03;  106,02;2024-07-24
313320;Fidelity - Emerging Asia Fund A;    362,48;  362,43;2024-07-24
349150;Fidelity - Emerging Markets Funds A;    191,07;  191,04;2024-07-24
277491;Fidelity - Global High  Yield Fund A;    170,67;  170,65;2024-07-24
976928;Folksam LO Sverige;    617,17;  617,17;2024-07-24
941096;Folksam LO Världen;    390,64;  390,64;2024-07-24
356063;Fondita European Small Cap Placeringsfond B;   4423,38; 4422,81;2024-07-24
202002;Fondita Global Megatrends Placeringsfond B;   1356,50; 1356,33;2024-07-24
364323;Fondita Healthcare Placeringsfond B;   1840,38; 1840,14;2024-07-24
785493;Fondita Nordic Micro Cap Placeringsfond B;   4683,30; 4682,70;2024-07-24
237834;Fondita Nordic Small Cap Placeringsfond B;   2635,91; 2635,57;2024-07-24
389239;Franklin Biotechnology Discovery Fund;    477,27;  477,20;2024-07-23
170894;Franklin India Fund A ;    758,98;  758,88;2024-07-23
717496;Franklin Mutual Global Discovery Fund A;    288,59;  288,55;2024-07-23
532558;Franklin Natural Resources Fund A;     91,76;   91,74;2024-07-23
496729;Franklin Technology Fund A;    510,90;  510,82;2024-07-23
384107;Franklin U.S. Opportunities Fund A;    357,14;  357,09;2024-07-23
201111;GodFond Sverige & Världen;    494,51;  494,51;2024-07-24
992099;Goldman Sachs Asia Equity Income P;  13547,80;13545,91;2024-07-24
523050;Goldman Sachs Global Equity Impact Opportunities P;   6942,55; 6941,66;2024-07-24
401695;Goldman Sachs Global Social Impact Equity P;  25072,45;25068,96;2024-07-24
666370;Goldman Sachs Greater China Equity P;  12034,51;12032,84;2024-07-24
971010;Goldman Sachs Green Bond P;     87,36;   87,36;2024-07-24
920439;Goldman Sachs Japan Equity P (Former NN);    642,95;  642,76;2024-07-24
857037;Goldman Sachs Protection P;    384,48;  384,43;2024-07-24
929224;Handelsbanken  USA Index Criteria A1;    935,41;  935,41;2024-07-24
