Fondnr;Fondnamn;Köpkurs;Säljkurs;Kursdatum 
865063;abrdn SICAV I - Europe ex UK Sustainable Equity Fund A;    243,10;  243,07;2024-02-20
367698;abrdn SICAV I - European Sustainable Equity Fund A;    929,89;  929,76;2024-02-20
848069;abrdn SICAV I - Global Innovation Equity Fund A;     90,03;   90,02;2024-02-20
192146;abrdn SICAV I - Japanese Smaller Companies Sustainable Equity Fund A;    140,82;  140,78;2024-02-20
757575;abrdn SICAV I - Japanese Sustainable Equity Fund A;     50,10;   50,09;2024-02-20
900894;abrdn SICAV I - Select Euro High Yield Bond A;    284,08;  284,04;2024-02-20
938845;AGCM Fund- Asia Growth Sub- Fund RC;    171,64;  171,64;2024-02-19
897520;AIFM Proethos fond;    172,25;  172,25;2024-02-20
182584;Aktia Capital Placeringsfond B;     49,35;   49,34;2024-02-20
339473;Aktia Nordic Small Cap Placeringsfond B;     47,25;   47,24;2024-02-20
308908;Aktie-Ansvar Avkastningsfond A;    121,65;  121,65;2024-02-20
344739;Aktie-Ansvar Sverige A;    848,35;  848,35;2024-02-20
528894;Aktiespararna Direktavkastning;    194,72;  194,72;2024-02-20
290072;Aktiespararna Topp Sverige;     28,68;   28,68;2024-02-20
147348;Alfred Berg Aktiv C;   2535,91; 2534,88;2024-02-20
183178;Alfred Berg Norge C;   1462,32; 1461,73;2024-02-20
111518;Alfred Berg Obligasjon C;    113,95;  113,90;2024-02-20
933359;Allianz China A-shares AT;     93,07;   93,05;2024-02-20
753731;Allianz China Equity A;    466,41;  466,34;2024-02-20
717900;Allianz Euro High Yield Bond A;   1221,86; 1221,70;2024-02-20
538751;Allianz Europe Small Cap Equity AT;   3313,98; 3313,54;2024-02-20
273839;Allianz Global Equity Growth AT;    119,94;  119,92;2024-02-20
502922;Allianz Global Metals and Mining A;    608,18;  608,10;2024-02-20
878694;Allianz Global Water AT;   1921,81; 1921,56;2024-02-20
309666;Allianz Pet and Animal Wellbeing AT;     82,48;   82,47;2024-02-20
823096;AMF Aktiefond Asien Stilla Havet;    290,50;  290,50;2024-02-20
538462;AMF Aktiefond Europa;    325,11;  325,11;2024-02-20
908277;AMF Aktiefond Global;    350,73;  350,73;2024-02-20
520692;AMF Aktiefond Nordamerika;    619,29;  619,29;2024-02-20
269357;AMF Aktiefond Småbolag;   1153,06; 1153,06;2024-02-20
681783;AMF Aktiefond Sverige;    864,88;  864,88;2024-02-20
645952;AMF Aktiefond Världen;    656,99;  656,99;2024-02-20
610121;AMF Balansfond;    387,23;  387,23;2024-02-20
305185;AMF Räntefond Kort;    115,73;  115,73;2024-02-20
574293;AMF Räntefond Lång;    146,89;  146,89;2024-02-20
265512;AMF Räntefond Mix;    111,27;  111,27;2024-02-20
791863;Amundi Funds Global Equity Conservative A2;   1323,17; 1322,98;2024-02-16
174490;Amundi Funds Japan Equity Value A2;   1245,48; 1245,12;2024-02-19
756031;Amundi Funds Latin America Equity A2;   6003,60; 6002,74;2024-02-19
720201;Amundi Funds SBI FM India Equity A2;   4077,55; 4076,97;2024-02-16
863522;Amundi Funds Volatility World A2;   1005,31; 1005,16;2024-02-19
581371;AP7 Aktiefond;    617,97;  617,97;2024-02-20
545541;AP7 Räntefond;    110,34;  110,34;2024-02-20
715955;Avanza Emerging Markets;    118,95;  118,95;2024-02-19
680124;Avanza Global;    189,51;  189,51;2024-02-16
734491;Avanza Zero ;    386,39;  386,39;2024-02-20
294322;AXA IM Globlal Equity QI B;    312,24;  312,20;2024-02-16
401810;AXA IM Pacific Ex-Japan Equity QI B;    448,61;  448,55;2024-02-19
616797;AXA IM US Equity QI B;    407,34;  407,28;2024-02-16
477729;Baring Asia Growth A;   1053,27; 1053,11;2024-02-20
191080;Baring Global Emerging Markets A;    411,54;  411,48;2024-02-20
262741;Baring Global Resources A;    238,32;  238,28;2024-02-20
334409;Baring Hong Kong China A;   9319,09; 9317,75;2024-02-20
235291;Baring Latin America A;    393,52;  393,46;2024-02-20
285990;BL - American Small & Mid Caps B;   2498,68; 2498,32;2024-02-16
551804;BL - Bond Dollar B;    920,36;  920,23;2024-02-19
178509;BL - Bond Emerging Markets Euro B;   1129,58; 1129,43;2024-02-19
153833;BL - Emerging Markets B;   1864,54; 1864,29;2024-02-19
300996;BL - Equities America B;   1098,18; 1098,02;2024-02-16
321828;BL - Equities Asia B;   1033,87; 1033,72;2024-02-19
118000;BL - Equities Dividend B;   2884,42; 2884,03;2024-02-19
336826;BL - Equities Europe B;   1259,28; 1259,12;2024-02-19
142679;BL - Equities Japan B;   1967,83; 1967,26;2024-02-19
250167;BL - European Small & Mid Caps B;   2453,83; 2453,50;2024-02-19
480145;BL - Global 30 B;   1116,09; 1115,94;2024-02-19
444315;BL - Global 50 B;   1163,07; 1162,92;2024-02-19
408484;BL - Global 75 B;   1167,57; 1167,41;2024-02-19
515973;BL - Global Bond Opportunities B;   1041,35; 1041,21;2024-02-19
320358;BL - Global Equities B;   1357,74; 1357,56;2024-02-19
647669;BL - Global Flexible B;   2184,87; 2184,57;2024-02-19
214338;BL - Global Flexible USD B;   1842,70; 1842,43;2024-02-19
749953;BL - Global Impact;   1314,47; 1314,30;2024-02-19
608463;BlackRock - Asian Dragon Fund A2;    451,85;  451,78;2024-02-20
391896;BlackRock - China A2;    148,01;  147,99;2024-02-20
231100;BlackRock - Emerging Markets A2;    380,60;  380,55;2024-02-20
916122;BlackRock - Euro Markets A2;    477,71;  477,64;2024-02-20
696898;BlackRock - European Value A2;   1035,51; 1035,38;2024-02-20
302760;BlackRock - Global Allocation A2;    769,33;  769,21;2024-02-20
572637;BlackRock - Global High Yield Bond Fund A2;    300,71;  300,67;2024-02-20
768499;BlackRock - India A2;    564,13;  564,05;2024-02-20
159442;BlackRock - Japan Small & MidCap A2;    722,97;  722,87;2024-02-20
661066;BlackRock - Latin American A2;    765,89;  765,78;2024-02-20
536806;BlackRock - Natural Resources Growth & Income Fund A2;    125,30;  125,29;2024-02-20
553578;BlackRock - Sustainable Energy A2;    167,18;  167,15;2024-02-20
768556;BlackRock - US Basic Value A2;   1274,81; 1274,63;2024-02-20
804385;BlackRock - US Flexible Equity A2;    649,02;  648,93;2024-02-20
625236;BlackRock - US Mid-Cap Value Fund A2;   3615,08; 3614,56;2024-02-20
517748;BlackRock - World Energy A2;    248,63;  248,59;2024-02-20
410258;BlackRock - World Financials A2;    435,08;  435,01;2024-02-20
338590;BlackRock - World Gold A2;    308,31;  308,27;2024-02-20
374421;BlackRock - World Healthscience A2;    721,31;  721,20;2024-02-20
481911;BlackRock - World Mining A2;    586,52;  586,44;2024-02-20
644294;BlackRock - World Real Estate Securities Fund A2;    152,07;  152,05;2024-02-20
446088;BlackRock - World Technology A2;    805,68;  805,56;2024-02-20
408062;C WorldWide Asia 1A;   1852,90; 1852,64;2024-02-20
515554;C WorldWide Global Equities 1A;   2132,88; 2132,58;2024-02-20
479725;C WorldWide Global Equities Ethical 1A;    389,52;  389,47;2024-02-20
443895;C WorldWide Healthcare Select 1A;   1622,60; 1622,39;2024-02-20
792697;C WorldWide Sweden 1A;    371,10;  371,10;2024-02-20
721035;C WorldWide Sweden Small Cap 1A;    645,18;  645,18;2024-02-20
345497;Captor Dahlia Green Bond A;    275,39;  275,39;2024-02-20
180927;Captor Iris Bond A;    249,59;  249,59;2024-02-20
537639;Carnegie Corporate Bond A;    446,62;  446,62;2024-02-19
320176;Carnegie Fastighetsfond Norden A;    477,76;  477,76;2024-02-20
505586;Carnegie Indienfond A;    867,02;  867,02;2024-02-20
214163;Carnegie Likviditetsfond A;   1273,99; 1273,99;2024-02-20
341362;Carnegie Listed Private Equity A;    646,45;  646,45;2024-02-20
554691;Carnegie Obligationsfond A;    944,52;  944,52;2024-02-20
584912;Carnegie Småbolagsfond A;    483,76;  483,76;2024-02-20
357483;Carnegie Strategifond A;   2071,28; 2071,28;2024-02-20
393314;Carnegie Sverigefond A;   4392,39; 4392,39;2024-02-20
309492;CB European Quality Fund A Cap;   1914,78; 1914,52;2024-02-19
976506;CB Save Earth Fund RC;    316,17;  316,13;2024-02-19
