Fondnr;Fondnamn;Köpkurs;Säljkurs;Kursdatum 
865063;abrdn SICAV I - Europe ex UK Sustainable Equity Fund A;    218,40;  218,37;2023-11-24
367698;abrdn SICAV I - European Sustainable Equity Fund A;    841,02;  840,91;2023-11-24
848069;abrdn SICAV I - Global Innovation Equity Fund A;     82,13;   82,12;2023-11-24
192146;abrdn SICAV I - Japanese Smaller Companies Sustainable Equity Fund A;    132,79;  132,75;2023-11-24
757575;abrdn SICAV I - Japanese Sustainable Equity Fund A;     45,50;   45,49;2023-11-24
900894;abrdn SICAV I - Select Euro High Yield Bond A;    276,75;  276,71;2023-11-24
938845;AGCM Fund- Asia Growth Sub- Fund RC;    180,16;  180,16;2023-11-23
897520;AIFM Proethos fond;    178,51;  178,51;2023-11-24
182584;Aktia Capital Placeringsfond B;     48,94;   48,93;2023-11-24
339473;Aktia Nordic Small Cap Placeringsfond B;     42,35;   42,34;2023-11-24
308908;Aktie-Ansvar Avkastningsfond A;    120,75;  120,75;2023-11-24
344739;Aktie-Ansvar Sverige A;    805,41;  805,41;2023-11-24
528894;Aktiespararna Direktavkastning;    184,38;  184,38;2023-11-24
290072;Aktiespararna Topp Sverige Hållbar;     26,64;   26,64;2023-11-24
147348;Alfred Berg Aktiv C;   2471,93; 2470,91;2023-11-24
183178;Alfred Berg Norge C;   1433,67; 1433,08;2023-11-24
111518;Alfred Berg Obligasjon C;    112,68;  112,63;2023-11-24
933359;Allianz China A-shares AT;    101,63;  101,61;2023-11-24
753731;Allianz China Equity A;    519,23;  519,16;2023-11-24
717900;Allianz Euro High Yield Bond A;   1230,64; 1230,48;2023-11-24
538751;Allianz Europe Small Cap Equity AT;   3230,43; 3230,00;2023-11-24
273839;Allianz Global Equity Growth AT;    110,51;  110,49;2023-11-24
502922;Allianz Global Metals and Mining A;    641,22;  641,13;2023-11-24
878694;Allianz Global Water AT;   1724,39; 1724,16;2023-11-24
309666;Allianz Pet and Animal Wellbeing AT;     75,53;   75,51;2023-11-24
823096;AMF Aktiefond Asien Stilla Havet;    277,72;  277,72;2023-11-24
538462;AMF Aktiefond Europa;    312,16;  312,16;2023-11-24
908277;AMF Aktiefond Global;    325,58;  325,58;2023-11-24
520692;AMF Aktiefond Nordamerika;    561,81;  561,81;2023-11-24
269357;AMF Aktiefond Småbolag;   1040,22; 1040,22;2023-11-24
681783;AMF Aktiefond Sverige;    792,71;  792,71;2023-11-24
645952;AMF Aktiefond Världen;    605,78;  605,78;2023-11-24
610121;AMF Balansfond;    364,73;  364,73;2023-11-24
305185;AMF Räntefond Kort;    114,32;  114,32;2023-11-24
574293;AMF Räntefond Lång;    143,68;  143,68;2023-11-24
265512;AMF Räntefond Mix;    109,14;  109,14;2023-11-24
791863;Amundi Funds Global Equity Conservative A2;   1264,87; 1264,69;2023-11-22
174490;Amundi Funds Japan Equity Value A2;   1188,32; 1188,16;2023-11-22
756031;Amundi Funds Latin America Equity A2;   5723,47; 5722,65;2023-11-23
720201;Amundi Funds SBI FM India Equity A2;   3773,40; 3772,86;2023-11-23
863522;Amundi Funds Volatility World A2;   1006,88; 1006,73;2023-11-23
581371;AP7 Aktiefond;    571,44;  571,44;2023-11-24
545541;AP7 Räntefond;    108,62;  108,62;2023-11-24
715955;Avanza Emerging Markets;    115,10;  115,10;2023-11-23
680124;Avanza Global;    171,82;  171,82;2023-11-21
734491;Avanza Zero ;    356,61;  356,61;2023-11-24
294322;AXA IM Globlal Equity QI B;    288,76;  288,72;2023-11-22
401810;AXA IM Pacific Ex-Japan Equity QI B;    435,72;  435,66;2023-11-23
616797;AXA IM US Equity QI B;    373,81;  373,76;2023-11-22
477729;Baring Asia Growth A;   1056,42; 1056,27;2023-11-23
191080;Baring Global Emerging Markets A;    407,23;  407,17;2023-11-23
262741;Baring Global Resources A;    237,24;  237,20;2023-11-23
334409;Baring Hong Kong China A;  10424,66;10423,17;2023-11-23
235291;Baring Latin America A;    380,94;  380,89;2023-11-23
285990;BL - American Small & Mid Caps B;   2310,38; 2310,05;2023-11-22
551804;BL - Bond Dollar B;    907,27;  907,14;2023-11-23
178509;BL - Bond Emerging Markets Euro B;   1102,84; 1102,70;2023-11-23
153833;BL - Emerging Markets B;   1854,46; 1854,22;2023-11-23
300996;BL - Equities America B;   1045,20; 1045,05;2023-11-22
