Fondnr;Fondnamn;Köpkurs;Säljkurs;Kursdatum 
952770;abrdn SICAV I - European Sustainable Equity Fund I Acc EUR;  26973,94;26970,46;2024-11-07
848069;abrdn SICAV I - Global Innovation Equity Fund A;    104,38;  104,37;2024-11-07
192146;abrdn SICAV I - Japanese Smaller Companies Sustainable Equity Fund A;    142,39;  142,35;2024-11-07
757575;abrdn SICAV I - Japanese Sustainable Equity Fund A;     52,85;   52,84;2024-11-07
900894;abrdn SICAV I - Select Euro High Yield Bond A;    306,90;  306,86;2024-11-07
182584;Aktia Capital Placeringsfond B;     53,28;   53,27;2024-11-07
339473;Aktia Nordic Small Cap Placeringsfond B;     48,62;   48,61;2024-11-07
308908;Aktie-Ansvar Avkastningsfond A;    126,10;  126,10;2024-11-07
344739;Aktie-Ansvar Sverige A;    955,09;  955,09;2024-11-07
528894;Aktiespararna Direktavkastning;    218,13;  218,13;2024-11-07
290072;Aktiespararna Topp Sverige;     32,00;   32,00;2024-11-07
147348;Alfred Berg Aktiv R;   2863,70; 2862,53;2024-11-07
183178;Alfred Berg Norge C;   1656,50; 1655,82;2024-11-07
111518;Alfred Berg Obligasjon C;    116,77;  116,72;2024-10-30
933359;Allianz China A-shares AT;    118,58;  118,56;2024-11-07
753731;Allianz China Equity A;    610,49;  610,40;2024-11-07
717900;Allianz Euro High Yield Bond A;   1343,59; 1343,41;2024-11-07
538751;Allianz Europe Small Cap Equity AT;   3329,33; 3328,90;2024-11-07
273839;Allianz Global Equity Growth AT;    128,85;  128,84;2024-11-07
502922;Allianz Global Metals and Mining A;    725,19;  725,10;2024-11-07
878694;Allianz Global Water AT;   2175,34; 2175,06;2024-11-07
309666;Allianz Pet and Animal Wellbeing AT;     87,72;   87,71;2024-11-07
823096;AMF Aktiefond Asien Stilla Havet;    343,06;  343,06;2024-11-07
538462;AMF Aktiefond Europa;    352,33;  352,33;2024-11-07
908277;AMF Aktiefond Global;    403,93;  403,93;2024-11-07
520692;AMF Aktiefond Nordamerika;    736,09;  736,09;2024-11-07
269357;AMF Aktiefond Småbolag;   1297,60; 1297,60;2024-11-07
681783;AMF Aktiefond Sverige;    993,07;  993,07;2024-11-07
645952;AMF Aktiefond Världen;    753,25;  753,25;2024-11-07
610121;AMF Balansfond;    429,81;  429,81;2024-11-07
305185;AMF Räntefond Kort;    119,62;  119,62;2024-11-07
574293;AMF Räntefond Lång;    153,84;  153,84;2024-11-07
265512;AMF Räntefond Mix;    114,03;  114,03;2024-11-07
791863;Amundi Funds Global Equity Conservative A2;   1531,71; 1531,50;2024-11-06
174490;Amundi Funds Japan Equity Value A2;   1334,78; 1334,40;2024-11-06
756031;Amundi Funds Latin America Equity A2;   5341,75; 5341,02;2024-11-06
720201;Amundi Funds SBI FM India Equity A2;   4668,56; 4667,91;2024-11-06
863522;Amundi Funds Volatility World A2;   1091,88; 1091,73;2024-11-06
581371;AP7 Aktiefond;    750,35;  750,35;2024-11-07
545541;AP7 Räntefond;    114,90;  114,90;2024-11-07
715955;Avanza Emerging Markets;    138,18;  138,18;2024-11-06
680124;Avanza Global;    224,47;  224,47;2024-11-07
734491;Avanza Zero ;    425,72;  425,72;2024-11-07
294322;AXA IM Globlal Equity QI B;    368,59;  368,54;2024-11-06
401810;AXA IM Pacific Ex-Japan Equity QI B;    516,83;  516,75;2024-11-06
616797;AXA IM US Equity QI B;    491,99;  491,92;2024-11-06
477729;Baring Asia Growth A;   1270,39; 1270,21;2024-11-07
191080;Baring Global Emerging Markets A;    481,05;  480,98;2024-11-07
262741;Baring Global Resources A;    263,04;  263,00;2024-11-07
334409;Baring Hong Kong China A;  12123,12;12121,44;2024-11-07
235291;Baring Latin America A;    344,01;  343,96;2024-11-07
285990;BL - American Small & Mid Caps B;   2843,62; 2843,23;2024-11-06
551804;BL - Bond Dollar B;    974,33;  974,20;2024-11-06
178509;BL - Bond Emerging Markets Euro B;   1194,30; 1194,14;2024-11-06
153833;BL - Emerging Markets B;   2092,62; 2092,35;2024-11-06
300996;BL - Equities America B;   1232,10; 1231,92;2024-11-06
321828;BL - Equities Asia B;   1195,55; 1195,39;2024-11-06
118000;BL - Equities Dividend B;   3097,65; 3097,26;2024-11-06
142679;BL - Equities Japan B;   2072,22; 2071,64;2024-11-06
250167;BL - European Small & Mid Caps B;   2419,18; 2418,87;2024-11-06
480145;BL - Global 30 B;   1255,83; 1255,67;2024-11-06
444315;BL - Global 50 B;   1318,99; 1318,82;2024-11-06
408484;BL - Global 75 B;   1329,62; 1329,45;2024-11-06
515973;BL - Global Bond Opportunities B;   1099,96; 1099,82;2024-11-06
320358;BL - Global Equities B;   1513,04; 1512,85;2024-11-06
647669;BL - Global Flexible B;   2466,35; 2466,04;2024-11-06
214338;BL - Global Flexible USD B;   1990,85; 1990,57;2024-11-06
608463;BlackRock - Asian Dragon Fund A2;    528,57;  528,50;2024-11-07
391896;BlackRock - China A2;    192,46;  192,44;2024-11-07
231100;BlackRock - Emerging Markets A2;    424,87;  424,81;2024-11-07
302760;BlackRock - Global Allocation A2;    874,31;  874,19;2024-11-07
572637;BlackRock - Global High Yield Bond Fund A2;    334,37;  334,33;2024-11-07
768499;BlackRock - India A2;    616,03;  615,95;2024-11-07
159442;BlackRock - Japan Small & MidCap A2;    794,21;  794,10;2024-11-07
661066;BlackRock - Latin American A2;    692,24;  692,14;2024-11-07
536806;BlackRock - Natural Resources Growth & Income Fund A2;    147,97;  147,95;2024-11-07
553578;BlackRock - Sustainable Energy A2;    180,66;  180,64;2024-11-07
768556;BlackRock - US Basic Value A2;   1464,91; 1464,70;2024-11-07
804385;BlackRock - US Flexible Equity A2;    748,74;  748,64;2024-11-07
625236;BlackRock - US Mid-Cap Value Fund A2;   4220,88; 4220,29;2024-11-07
517748;BlackRock - World Energy A2;    281,12;  281,08;2024-11-07
410258;BlackRock - World Financials A2;    582,80;  582,72;2024-11-07
338590;BlackRock - World Gold A2;    471,09;  471,03;2024-11-07
