Fondnr;Fondnamn;Köpkurs;Säljkurs;Kursdatum 
865063;abrdn SICAV I - Europe ex UK Sustainable Equity Fund A;    225,11;  225,08;2024-01-19
367698;abrdn SICAV I - European Sustainable Equity Fund A;    862,82;  862,70;2024-01-19
848069;abrdn SICAV I - Global Innovation Equity Fund A;     86,96;   86,95;2024-01-19
192146;abrdn SICAV I - Japanese Smaller Companies Sustainable Equity Fund A;    139,62;  139,58;2024-01-19
757575;abrdn SICAV I - Japanese Sustainable Equity Fund A;     48,74;   48,72;2024-01-19
900894;abrdn SICAV I - Select Euro High Yield Bond A;    287,16;  287,13;2024-01-19
938845;AGCM Fund- Asia Growth Sub- Fund RC;    161,20;  161,20;2024-01-18
897520;AIFM Proethos fond;    177,61;  177,61;2024-01-19
182584;Aktia Capital Placeringsfond B;     49,86;   49,85;2024-01-19
339473;Aktia Nordic Small Cap Placeringsfond B;     45,12;   45,12;2024-01-19
308908;Aktie-Ansvar Avkastningsfond A;    120,71;  120,71;2024-01-19
344739;Aktie-Ansvar Sverige A;    834,32;  834,32;2024-01-19
528894;Aktiespararna Direktavkastning;    189,49;  189,49;2024-01-19
290072;Aktiespararna Topp Sverige Hållbar;     27,37;   27,37;2024-01-19
147348;Alfred Berg Aktiv C;   2534,25; 2533,24;2024-01-19
183178;Alfred Berg Norge C;   1470,53; 1469,94;2024-01-19
111518;Alfred Berg Obligasjon C;    115,31;  115,27;2024-01-19
933359;Allianz China A-shares AT;     91,32;   91,31;2024-01-19
753731;Allianz China Equity A;    446,62;  446,56;2024-01-19
717900;Allianz Euro High Yield Bond A;   1230,53; 1230,37;2024-01-19
538751;Allianz Europe Small Cap Equity AT;   3313,15; 3312,72;2024-01-19
273839;Allianz Global Equity Growth AT;    115,17;  115,15;2024-01-19
502922;Allianz Global Metals and Mining A;    610,30;  610,22;2024-01-19
878694;Allianz Global Water AT;   1820,64; 1820,40;2024-01-19
309666;Allianz Pet and Animal Wellbeing AT;     81,70;   81,69;2024-01-19
823096;AMF Aktiefond Asien Stilla Havet;    281,55;  281,55;2024-01-19
538462;AMF Aktiefond Europa;    316,98;  316,98;2024-01-19
908277;AMF Aktiefond Global;    339,31;  339,31;2024-01-19
520692;AMF Aktiefond Nordamerika;    597,29;  597,29;2024-01-19
269357;AMF Aktiefond Småbolag;   1085,35; 1085,35;2024-01-19
681783;AMF Aktiefond Sverige;    818,65;  818,65;2024-01-19
645952;AMF Aktiefond Världen;    628,84;  628,84;2024-01-19
610121;AMF Balansfond;    376,29;  376,29;2024-01-19
305185;AMF Räntefond Kort;    115,37;  115,37;2024-01-19
574293;AMF Räntefond Lång;    147,19;  147,19;2024-01-19
265512;AMF Räntefond Mix;    111,67;  111,67;2024-01-19
791863;Amundi Funds Global Equity Conservative A2;   1313,28; 1313,09;2024-01-18
174490;Amundi Funds Japan Equity Value A2;   1223,79; 1223,44;2024-01-18
756031;Amundi Funds Latin America Equity A2;   5846,93; 5846,09;2024-01-18
720201;Amundi Funds SBI FM India Equity A2;   4009,45; 4008,87;2024-01-18
863522;Amundi Funds Volatility World A2;   1013,39; 1013,24;2024-01-18
581371;AP7 Aktiefond;    603,35;  603,35;2024-01-19
545541;AP7 Räntefond;    110,48;  110,48;2024-01-19
715955;Avanza Emerging Markets;    113,28;  113,28;2024-01-18
680124;Avanza Global;    181,77;  181,77;2024-01-18
734491;Avanza Zero ;    367,58;  367,58;2024-01-19
294322;AXA IM Globlal Equity QI B;    300,52;  300,47;2024-01-18
401810;AXA IM Pacific Ex-Japan Equity QI B;    429,61;  429,54;2024-01-18
616797;AXA IM US Equity QI B;    393,02;  392,97;2024-01-18
477729;Baring Asia Growth A;   1006,19; 1006,05;2024-01-19
191080;Baring Global Emerging Markets A;    394,23;  394,17;2024-01-19
262741;Baring Global Resources A;    230,75;  230,71;2024-01-19
334409;Baring Hong Kong China A;   8962,14; 8960,86;2024-01-19
235291;Baring Latin America A;    387,93;  387,88;2024-01-19
285990;BL - American Small & Mid Caps B;   2457,74; 2457,39;2024-01-18
551804;BL - Bond Dollar B;    928,62;  928,48;2024-01-18
178509;BL - Bond Emerging Markets Euro B;   1135,88; 1135,73;2024-01-18
153833;BL - Emerging Markets B;   1779,57; 1779,34;2024-01-18
300996;BL - Equities America B;   1073,91; 1073,76;2024-01-18
