Fondnr;Fondnamn;Köpkurs;Säljkurs;Kursdatum 
952770;abrdn SICAV I - European Sustainable Equity Fund I Acc EUR;  22454,77;22451,72;2025-04-09
848069;abrdn SICAV I - Global Innovation Equity Fund A;     76,47;   76,46;2025-04-09
192146;abrdn SICAV I - Japanese Smaller Companies Sustainable Equity Fund A;    124,33;  124,31;2025-04-09
757575;abrdn SICAV I - Japanese Sustainable Equity Fund A;     44,53;   44,52;2025-04-09
900894;abrdn SICAV I - Select Euro High Yield Bond A;    285,44;  285,40;2025-04-09
182584;Aktia Capital Placeringsfond B;     46,13;   46,12;2025-04-09
339473;Aktia Nordic Small Cap Placeringsfond B;     39,61;   39,61;2025-04-09
308908;Aktie-Ansvar Avkastningsfond A;    127,00;  127,00;2025-04-09
344739;Aktie-Ansvar Sverige A;    817,15;  817,15;2025-04-09
528894;Aktiespararna Direktavkastning;    196,05;  196,05;2025-04-09
290072;Aktiespararna Topp Sverige;     26,93;   26,93;2025-04-09
147348;Alfred Berg Aktiv R;   2516,84; 2515,74;2025-04-09
183178;Alfred Berg Norge C;   1461,15; 1460,51;2025-04-09
933359;Allianz China A-shares AT;     93,27;   93,26;2025-04-09
753731;Allianz China Equity A;    511,24;  511,16;2025-04-09
717900;Allianz Euro High Yield Bond A;   1213,85; 1213,68;2025-04-09
538751;Allianz Europe Small Cap Equity AT;   2721,17; 2720,80;2025-04-09
273839;Allianz Global Equity Growth AT;     98,52;   98,51;2025-04-09
502922;Allianz Global Metals and Mining A;    542,47;  542,39;2025-04-09
878694;Allianz Global Water AT;   1647,93; 1647,71;2025-04-09
309666;Allianz Pet and Animal Wellbeing AT;     68,38;   68,37;2025-04-09
823096;AMF Aktiefond Asien Stilla Havet;    282,29;  282,29;2025-04-09
538462;AMF Aktiefond Europa;    317,05;  317,05;2025-04-09
908277;AMF Aktiefond Global;    323,25;  323,25;2025-04-09
520692;AMF Aktiefond Nordamerika;    566,83;  566,83;2025-04-09
269357;AMF Aktiefond Småbolag;   1077,96; 1077,96;2025-04-09
681783;AMF Aktiefond Sverige;    823,33;  823,33;2025-04-09
645952;AMF Aktiefond Världen;    612,80;  612,80;2025-04-09
610121;AMF Balansfond;    380,95;  380,95;2025-04-09
305185;AMF Räntefond Kort;    120,84;  120,84;2025-04-09
574293;AMF Räntefond Lång;    154,97;  154,97;2025-04-09
265512;AMF Räntefond Mix;    115,28;  115,28;2025-04-09
791863;Amundi Funds Global Equity Conservative A2;   1371,13; 1370,93;2025-04-08
174490;Amundi Funds Japan Equity Value A2;   1192,88; 1192,53;2025-04-08
756031;Amundi Funds Latin America Equity A2;   4648,96; 4648,26;2025-04-08
720201;Amundi Funds SBI FM India Equity A2;   3850,68; 3850,11;2025-04-08
